id	chr	start	end	tag	tag%
chr5:150457716-150457756	chr5	150457716	150457756	6	1.97368421052632
chr4:62582967-62582967	chr4	62582967	62582967	2	0.657894736842105
chr18:24170515-24170515	chr18	24170515	24170515	2	0.657894736842105
chr1:152846809-152846809	chr1	152846809	152846809	3	0.986842105263158
chr6:154891091-154891091	chr6	154891091	154891091	2	0.657894736842105
chrY:4028375-4028375	chrY	4028375	4028375	2	0.657894736842105
chr21:8420249-8420249	chr21	8420249	8420249	2	0.657894736842105
chr7:108810209-108810211	chr7	108810209	108810211	2	0.657894736842105
chr11:55885174-55885210	chr11	55885174	55885210	4	1.31578947368421
chr2:104598372-104598424	chr2	104598372	104598424	224	73.6842105263158
chr6:74444789-74444789	chr6	74444789	74444789	5	1.64473684210526
chr1:222852476-222852477	chr1	222852476	222852477	12	3.94736842105263
chr4:19810165-19810165	chr4	19810165	19810165	2	0.657894736842105
chr2:32916375-32916623	chr2	32916375	32916623	7	2.30263157894737
chr1:145693174-145693211	chr1	145693174	145693211	2	0.657894736842105
chr8:110692580-110692580	chr8	110692580	110692580	2	0.657894736842105
chr6:4428083-4428083	chr6	4428083	4428083	3	0.986842105263158
chr2:150536429-150536476	chr2	150536429	150536476	3	0.986842105263158
chr2:100266372-100266378	chr2	100266372	100266378	6	1.97368421052632
chr5:52724863-52724867	chr5	52724863	52724867	3	0.986842105263158
chr8:137187926-137187959	chr8	137187926	137187959	2	0.657894736842105
chr4:140699359-140699382	chr4	140699359	140699382	6	1.97368421052632
chr4:98645585-98645585	chr4	98645585	98645585	2	0.657894736842105
