id	chr	start	end	tag	tag%
chr15:89217438-89217438	chr15	89217438	89217438	2	0.136892539356605
chr1:56932616-56932621	chr1	56932616	56932621	2	0.136892539356605
chr14:99420980-99420983	chr14	99420980	99420983	2	0.136892539356605
chr8:53720898-53720898	chr8	53720898	53720898	4	0.27378507871321
chr20:37573227-37573227	chr20	37573227	37573227	2	0.136892539356605
chr13:52684007-52684007	chr13	52684007	52684007	2	0.136892539356605
chr2:90303999-90303999	chr2	90303999	90303999	2	0.136892539356605
chr16:34454979-34454981	chr16	34454979	34454981	2	0.136892539356605
chr1:88893378-88893424	chr1	88893378	88893424	2	0.136892539356605
chr9:86966319-86966320	chr9	86966319	86966320	3	0.205338809034908
chr2:32916421-32916621	chr2	32916421	32916621	4	0.27378507871321
chr9:116162746-116162752	chr9	116162746	116162752	2	0.136892539356605
chr22:44905176-44905222	chr22	44905176	44905222	2	0.136892539356605
chr3:15135179-15135179	chr3	15135179	15135179	3	0.205338809034908
chr13:84069736-84070400	chr13	84069736	84070400	1423	97.3990417522245
chr10:21976672-21976672	chr10	21976672	21976672	2	0.136892539356605
chr4:85214120-85214120	chr4	85214120	85214120	2	0.136892539356605
