id	chr	start	end	tag	tag%
chr1:96363281-96363281	chr1	96363281	96363281	2	0.985221674876847
chr21:6665058-6665063	chr21	6665058	6665063	14	6.89655172413793
chr21:6992128-6992133	chr21	6992128	6992133	15	7.38916256157635
chr7:22261995-22261995	chr7	22261995	22261995	2	0.985221674876847
chr6:10679659-10679659	chr6	10679659	10679659	2	0.985221674876847
chr5:66407581-66407581	chr5	66407581	66407581	2	0.985221674876847
chr12:27682538-27682587	chr12	27682538	27682587	75	36.9458128078818
chr2:32916266-32916580	chr2	32916266	32916580	8	3.94088669950739
chr21:6324024-6324068	chr21	6324024	6324068	38	18.7192118226601
chr19:30938038-30938070	chr19	30938038	30938070	3	1.47783251231527
chr4:102867583-102867615	chr4	102867583	102867615	38	18.7192118226601
chr11:35462879-35462879	chr11	35462879	35462879	2	0.985221674876847
chr10:21976672-21976672	chr10	21976672	21976672	2	0.985221674876847
