id	chr	start	end	tag	tag%	abs
chr19:2573347-2573347	chr19	2573347	2573347	3	1.2448132780083	0.534897
chr3:84054574-84054582	chr3	84054574	84054582	4	1.6597510373444	0.713196
chr16:35835772-35835798	chr16	35835772	35835798	2	0.829875518672199	0.356598
chr5:167642642-167642642	chr5	167642642	167642642	1	0.4149377593361	0.178299
chr18:19023255-19023255	chr18	19023255	19023255	1	0.4149377593361	0.178299
chr12:16373726-16373728	chr12	16373726	16373728	2	0.829875518672199	0.356598
chr1:153419272-153419272	chr1	153419272	153419272	1	0.4149377593361	0.178299
chr3:93470461-93470461	chr3	93470461	93470461	1	0.4149377593361	0.178299
chr6:26055640-26055662	chr6	26055640	26055662	2	0.829875518672199	0.356598
chr14:21271486-21271486	chr14	21271486	21271486	1	0.4149377593361	0.178299
chr2:32916284-32916336	chr2	32916284	32916336	2	0.829875518672199	0.356598
chr1:234500447-234500447	chr1	234500447	234500447	1	0.4149377593361	0.178299
chr10:29331631-29331631	chr10	29331631	29331631	1	0.4149377593361	0.178299
chr2:5740950-5740950	chr2	5740950	5740950	1	0.4149377593361	0.178299
chr21:16683916-16683916	chr21	16683916	16683916	1	0.4149377593361	0.178299
chr13:31985939-31985939	chr13	31985939	31985939	2	0.829875518672199	0.356598
chr5:14914448-14914448	chr5	14914448	14914448	1	0.4149377593361	0.178299
chr8:3088992-3088992	chr8	3088992	3088992	1	0.4149377593361	0.178299
chr1:121967741-121967741	chr1	121967741	121967741	1	0.4149377593361	0.178299
chr7:85970810-85970810	chr7	85970810	85970810	1	0.4149377593361	0.178299
chr15:85787042-85787042	chr15	85787042	85787042	1	0.4149377593361	0.178299
chr21:8405408-8405408	chr21	8405408	8405408	1	0.4149377593361	0.178299
chr6:165863903-165863903	chr6	165863903	165863903	1	0.4149377593361	0.178299
chr9:43723922-43723922	chr9	43723922	43723922	1	0.4149377593361	0.178299
chr12:7464734-7464734	chr12	7464734	7464734	2	0.829875518672199	0.356598
chr1:121761332-121761332	chr1	121761332	121761332	1	0.4149377593361	0.178299
chr22:21029488-21029488	chr22	21029488	21029488	2	0.829875518672199	0.356598
chr21:32776553-32776580	chr21	32776553	32776580	4	1.6597510373444	0.713196
chr1:228628261-228628261	chr1	228628261	228628261	1	0.4149377593361	0.178299
chr22:45055296-45055296	chr22	45055296	45055296	1	0.4149377593361	0.178299
chrX:148141938-148141938	chrX	148141938	148141938	2	0.829875518672199	0.356598
chr17:43662156-43662156	chr17	43662156	43662156	1	0.4149377593361	0.178299
chr3:119530634-119530680	chr3	119530634	119530680	6	2.4896265560166	1.06979
chr12:114525220-114525220	chr12	114525220	114525220	1	0.4149377593361	0.178299
chr9:21122584-21122584	chr9	21122584	21122584	1	0.4149377593361	0.178299
chr7:81277171-81277171	chr7	81277171	81277171	1	0.4149377593361	0.178299
chr20:54024454-54024454	chr20	54024454	54024454	1	0.4149377593361	0.178299
chr9:39158868-39158868	chr9	39158868	39158868	1	0.4149377593361	0.178299
chr15:55233470-55233470	chr15	55233470	55233470	1	0.4149377593361	0.178299
chr18:46966745-46966745	chr18	46966745	46966745	2	0.829875518672199	0.356598
chr18:15817384-15817384	chr18	15817384	15817384	1	0.4149377593361	0.178299
chr15:24575047-24575047	chr15	24575047	24575047	1	0.4149377593361	0.178299
chrY:11309344-11309344	chrY	11309344	11309344	1	0.4149377593361	0.178299
chr1:35714540-35714540	chr1	35714540	35714540	1	0.4149377593361	0.178299
chr14:26796489-26796489	chr14	26796489	26796489	1	0.4149377593361	0.178299
chr1:228617088-228617088	chr1	228617088	228617088	1	0.4149377593361	0.178299
chrY:11326811-11326821	chrY	11326811	11326821	3	1.2448132780083	0.534897
chr2:75163680-75163680	chr2	75163680	75163680	1	0.4149377593361	0.178299
chr12:99422064-99422064	chr12	99422064	99422064	1	0.4149377593361	0.178299
chr19:7479010-7479010	chr19	7479010	7479010	2	0.829875518672199	0.356598
chr17:29781071-29781071	chr17	29781071	29781071	1	0.4149377593361	0.178299
