id	chr	start	end	tag	tag%	abs
chr9:95516674-95516674	chr9	95516674	95516674	1	2.08333333333333	0.799413
chr1:121102930-121102935	chr1	121102930	121102935	3	6.25	2.39824
chr15:94185308-94185308	chr15	94185308	94185308	1	2.08333333333333	0.799413
chr9:7941361-7941361	chr9	7941361	7941361	1	2.08333333333333	0.799413
chr16:11106618-11106618	chr16	11106618	11106618	1	2.08333333333333	0.799413
chr8:112416820-112416856	chr8	112416820	112416856	3	6.25	2.39824
chr1:73425846-73425846	chr1	73425846	73425846	2	4.16666666666667	1.59883
chr9:90897181-90897181	chr9	90897181	90897181	1	2.08333333333333	0.799413
chr8:104712908-104712908	chr8	104712908	104712908	2	4.16666666666667	1.59883
chr2:144096718-144096719	chr2	144096718	144096719	2	4.16666666666667	1.59883
chr4:110197336-110197336	chr4	110197336	110197336	2	4.16666666666667	1.59883
chr7:159011866-159011866	chr7	159011866	159011866	1	2.08333333333333	0.799413
chr2:104850137-104850137	chr2	104850137	104850137	1	2.08333333333333	0.799413
chr4:83419560-83419560	chr4	83419560	83419560	2	4.16666666666667	1.59883
chr3:73285462-73285462	chr3	73285462	73285462	1	2.08333333333333	0.799413
chr10:29241988-29241988	chr10	29241988	29241988	1	2.08333333333333	0.799413
chr3:61161595-61161595	chr3	61161595	61161595	1	2.08333333333333	0.799413
chr17:36341951-36341951	chr17	36341951	36341951	1	2.08333333333333	0.799413
chr4:89051965-89051986	chr4	89051965	89051986	2	4.16666666666667	1.59883
chr12:33056440-33056440	chr12	33056440	33056440	1	2.08333333333333	0.799413
chr11:124294853-124294853	chr11	124294853	124294853	1	2.08333333333333	0.799413
chr13:94594118-94594118	chr13	94594118	94594118	1	2.08333333333333	0.799413
chr18:12846776-12846776	chr18	12846776	12846776	1	2.08333333333333	0.799413
chr7:61038230-61038230	chr7	61038230	61038230	2	4.16666666666667	1.59883
chr21:29815366-29815366	chr21	29815366	29815366	1	2.08333333333333	0.799413
chr8:141103759-141103759	chr8	141103759	141103759	1	2.08333333333333	0.799413
chr12:76212171-76212171	chr12	76212171	76212171	1	2.08333333333333	0.799413
chr12:1341062-1341062	chr12	1341062	1341062	1	2.08333333333333	0.799413
chr4:13369602-13369602	chr4	13369602	13369602	1	2.08333333333333	0.799413
chr9:41290848-41290848	chr9	41290848	41290848	1	2.08333333333333	0.799413
chr13:80173206-80173206	chr13	80173206	80173206	1	2.08333333333333	0.799413
chr11:42890508-42890508	chr11	42890508	42890508	1	2.08333333333333	0.799413
chr15:27798804-27798804	chr15	27798804	27798804	1	2.08333333333333	0.799413
chr12:72802522-72802522	chr12	72802522	72802522	1	2.08333333333333	0.799413
chrY:11294209-11294209	chrY	11294209	11294209	1	2.08333333333333	0.799413
chr18:43785671-43785671	chr18	43785671	43785671	1	2.08333333333333	0.799413
chr21:43067480-43067480	chr21	43067480	43067480	1	2.08333333333333	0.799413
