id	chr	start	end	tag	tag%	abs
chr14:20260404-20260437	chr14	20260404	20260437	21	3.23076923076923	1.18624
chr3:88907074-88907074	chr3	88907074	88907074	2	0.307692307692308	0.112975
chr6:96729138-96729138	chr6	96729138	96729138	1	0.153846153846154	0.0564875
chr13:25776381-25776381	chr13	25776381	25776381	1	0.153846153846154	0.0564875
chr3:66430974-66430974	chr3	66430974	66430974	1	0.153846153846154	0.0564875
chr11:84243056-84243056	chr11	84243056	84243056	1	0.153846153846154	0.0564875
chr11:13127494-13127494	chr11	13127494	13127494	1	0.153846153846154	0.0564875
chr1:238637639-238637657	chr1	238637639	238637657	2	0.307692307692308	0.112975
chr2:168216934-168216934	chr2	168216934	168216934	2	0.307692307692308	0.112975
chr18:77478765-77478765	chr18	77478765	77478765	1	0.153846153846154	0.0564875
chr1:144654235-144654235	chr1	144654235	144654235	3	0.461538461538462	0.169463
chr4:37145124-37145157	chr4	37145124	37145157	3	0.461538461538462	0.169463
chr16:59380346-59380346	chr16	59380346	59380346	1	0.153846153846154	0.0564875
chr6:133967716-133967754	chr6	133967716	133967754	2	0.307692307692308	0.112975
chr9:40530869-40530911	chr9	40530869	40530911	2	0.307692307692308	0.112975
chr11:31154674-31154674	chr11	31154674	31154674	1	0.153846153846154	0.0564875
chr8:36157344-36157344	chr8	36157344	36157344	1	0.153846153846154	0.0564875
chr7:59755120-59755120	chr7	59755120	59755120	3	0.461538461538462	0.169463
chr5:48989898-48989898	chr5	48989898	48989898	1	0.153846153846154	0.0564875
chr20:6268983-6268983	chr20	6268983	6268983	1	0.153846153846154	0.0564875
chr7:39868548-39868548	chr7	39868548	39868548	1	0.153846153846154	0.0564875
chr11:108342343-108342343	chr11	108342343	108342343	2	0.307692307692308	0.112975
chr2:135979965-135979992	chr2	135979965	135979992	4	0.615384615384615	0.22595
chr1:35953520-35953520	chr1	35953520	35953520	2	0.307692307692308	0.112975
chr4:119076016-119076016	chr4	119076016	119076016	2	0.307692307692308	0.112975
chrX:140025348-140025348	chrX	140025348	140025348	1	0.153846153846154	0.0564875
chr6:15786059-15786059	chr6	15786059	15786059	2	0.307692307692308	0.112975
chrX:36160082-36160082	chrX	36160082	36160082	1	0.153846153846154	0.0564875
chr11:104999757-104999783	chr11	104999757	104999783	3	0.461538461538462	0.169463
chr6:13909938-13909938	chr6	13909938	13909938	1	0.153846153846154	0.0564875
chr4:118316025-118316031	chr4	118316025	118316031	9	1.38461538461538	0.508388
chr14:81548426-81548468	chr14	81548426	81548468	2	0.307692307692308	0.112975
chr5:19083911-19083911	chr5	19083911	19083911	1	0.153846153846154	0.0564875
chr12:18111189-18111189	chr12	18111189	18111189	1	0.153846153846154	0.0564875
chr17:49749607-49749607	chr17	49749607	49749607	1	0.153846153846154	0.0564875
chr22:24874205-24874205	chr22	24874205	24874205	1	0.153846153846154	0.0564875
chr1:223758690-223758690	chr1	223758690	223758690	1	0.153846153846154	0.0564875
chr18:71676648-71676648	chr18	71676648	71676648	1	0.153846153846154	0.0564875
