id	chr	start	end	tag	tag%	abs
chr3:56281871-56281871	chr3	56281871	56281871	1	0.65359477124183	0.271034
chr3:146768002-146768002	chr3	146768002	146768002	2	1.30718954248366	0.542068
chr2:32916456-32916527	chr2	32916456	32916527	2	1.30718954248366	0.542068
chr5:142249606-142249606	chr5	142249606	142249606	1	0.65359477124183	0.271034
chr6:139140208-139140208	chr6	139140208	139140208	1	0.65359477124183	0.271034
chr11:58450877-58450877	chr11	58450877	58450877	1	0.65359477124183	0.271034
chr13:19327218-19327218	chr13	19327218	19327218	1	0.65359477124183	0.271034
chr22:14829934-14829934	chr22	14829934	14829934	1	0.65359477124183	0.271034
chr4:6300725-6300725	chr4	6300725	6300725	1	0.65359477124183	0.271034
chr14:45499952-45499952	chr14	45499952	45499952	1	0.65359477124183	0.271034
chr4:186191101-186191101	chr4	186191101	186191101	1	0.65359477124183	0.271034
chrX:50696196-50696196	chrX	50696196	50696196	1	0.65359477124183	0.271034
chr1:193815526-193815526	chr1	193815526	193815526	3	1.96078431372549	0.813101
chr1:172672561-172672561	chr1	172672561	172672561	1	0.65359477124183	0.271034
chr19:28554978-28554978	chr19	28554978	28554978	1	0.65359477124183	0.271034
chr17:69418-69418	chr17	69418	69418	2	1.30718954248366	0.542068
chr19:25452070-25452070	chr19	25452070	25452070	1	0.65359477124183	0.271034
chr17:27273341-27273341	chr17	27273341	27273341	1	0.65359477124183	0.271034
chr11:56023598-56023598	chr11	56023598	56023598	1	0.65359477124183	0.271034
chr12:23188434-23188469	chr12	23188434	23188469	6	3.92156862745098	1.6262
chr1:46534795-46534795	chr1	46534795	46534795	1	0.65359477124183	0.271034
chr14:17949139-17949139	chr14	17949139	17949139	1	0.65359477124183	0.271034
chr2:41831878-41831878	chr2	41831878	41831878	1	0.65359477124183	0.271034
chr5:121276748-121276748	chr5	121276748	121276748	2	1.30718954248366	0.542068
chr12:109097718-109097718	chr12	109097718	109097718	2	1.30718954248366	0.542068
chr5:12747076-12747076	chr5	12747076	12747076	1	0.65359477124183	0.271034
chrX:75159581-75159583	chrX	75159581	75159583	2	1.30718954248366	0.542068
chr3:43614829-43614829	chr3	43614829	43614829	1	0.65359477124183	0.271034
chr20:31185357-31185357	chr20	31185357	31185357	2	1.30718954248366	0.542068
chr6:42407093-42407094	chr6	42407093	42407094	2	1.30718954248366	0.542068
chr21:8118046-8118046	chr21	8118046	8118046	1	0.65359477124183	0.271034
chr3:84633513-84633513	chr3	84633513	84633513	1	0.65359477124183	0.271034
chr20:31058006-31058006	chr20	31058006	31058006	3	1.96078431372549	0.813101
chr22:28412921-28412921	chr22	28412921	28412921	2	1.30718954248366	0.542068
chr7:130276603-130276603	chr7	130276603	130276603	1	0.65359477124183	0.271034
chr1:120219318-120219318	chr1	120219318	120219318	1	0.65359477124183	0.271034
chr15:89460947-89460947	chr15	89460947	89460947	2	1.30718954248366	0.542068
chr4:183256886-183256886	chr4	183256886	183256886	1	0.65359477124183	0.271034
