id	chr	start	end	tag	tag%	abs
chr8:133714825-133714825	chr8	133714825	133714825	1	1.69491525423729	0.689364
chr2:163797824-163797824	chr2	163797824	163797824	1	1.69491525423729	0.689364
chr9:111992844-111992844	chr9	111992844	111992844	1	1.69491525423729	0.689364
chr5:122065236-122065236	chr5	122065236	122065236	1	1.69491525423729	0.689364
chr11:64949280-64949280	chr11	64949280	64949280	1	1.69491525423729	0.689364
chr2:224887711-224887711	chr2	224887711	224887711	2	3.38983050847458	1.37873
chr19:42018686-42018687	chr19	42018686	42018687	2	3.38983050847458	1.37873
chr2:103897128-103897153	chr2	103897128	103897153	2	3.38983050847458	1.37873
chr12:110822340-110822340	chr12	110822340	110822340	1	1.69491525423729	0.689364
chr1:26685415-26685415	chr1	26685415	26685415	1	1.69491525423729	0.689364
chr16:58256632-58256632	chr16	58256632	58256632	1	1.69491525423729	0.689364
chrX:132722873-132722873	chrX	132722873	132722873	1	1.69491525423729	0.689364
chr1:125180593-125180593	chr1	125180593	125180593	2	3.38983050847458	1.37873
chr11:23004411-23004411	chr11	23004411	23004411	1	1.69491525423729	0.689364
chr1:53795996-53795996	chr1	53795996	53795996	1	1.69491525423729	0.689364
chr4:94650173-94650173	chr4	94650173	94650173	1	1.69491525423729	0.689364
chr18:56751536-56751536	chr18	56751536	56751536	1	1.69491525423729	0.689364
chr11:112999481-112999481	chr11	112999481	112999481	1	1.69491525423729	0.689364
chr19:2444855-2444855	chr19	2444855	2444855	1	1.69491525423729	0.689364
chr20:35712484-35712484	chr20	35712484	35712484	1	1.69491525423729	0.689364
chr2:32916372-32916372	chr2	32916372	32916372	1	1.69491525423729	0.689364
chr5:53847838-53847838	chr5	53847838	53847838	1	1.69491525423729	0.689364
chr22:31946942-31946942	chr22	31946942	31946942	1	1.69491525423729	0.689364
chr6:147478955-147478955	chr6	147478955	147478955	2	3.38983050847458	1.37873
chr4:122455188-122455188	chr4	122455188	122455188	2	3.38983050847458	1.37873
chr3:90169041-90169041	chr3	90169041	90169041	1	1.69491525423729	0.689364
chr4:114235319-114235319	chr4	114235319	114235319	1	1.69491525423729	0.689364
chr17:46850859-46850864	chr17	46850859	46850864	4	6.77966101694915	2.75746
chr7:60558271-60558271	chr7	60558271	60558271	1	1.69491525423729	0.689364
chr8:67553707-67553707	chr8	67553707	67553707	2	3.38983050847458	1.37873
chr12:10307037-10307072	chr12	10307037	10307072	2	3.38983050847458	1.37873
chr9:29626401-29626401	chr9	29626401	29626401	1	1.69491525423729	0.689364
chr13:99295976-99295976	chr13	99295976	99295976	1	1.69491525423729	0.689364
chr13:59647727-59647727	chr13	59647727	59647727	1	1.69491525423729	0.689364
chr9:95444197-95444197	chr9	95444197	95444197	1	1.69491525423729	0.689364
chr22:44923964-44923964	chr22	44923964	44923964	1	1.69491525423729	0.689364
chr7:60196790-60196790	chr7	60196790	60196790	1	1.69491525423729	0.689364
chr14:29027730-29027730	chr14	29027730	29027730	1	1.69491525423729	0.689364
chr11:55742736-55742736	chr11	55742736	55742736	1	1.69491525423729	0.689364
chr5:175972140-175972140	chr5	175972140	175972140	1	1.69491525423729	0.689364
chr7:58994712-58994712	chr7	58994712	58994712	1	1.69491525423729	0.689364
chr1:87331277-87331277	chr1	87331277	87331277	2	3.38983050847458	1.37873
chr6:63986252-63986252	chr6	63986252	63986252	2	3.38983050847458	1.37873
chr22:40990987-40990987	chr22	40990987	40990987	1	1.69491525423729	0.689364
chr10:21976672-21976672	chr10	21976672	21976672	2	3.38983050847458	1.37873
