id	chr	start	end	tag	tag%	abs
chr17:67740585-67740612	chr17	67740585	67740612	2	2.53164556962025	1.00713
chr8:85095771-85095771	chr8	85095771	85095771	1	1.26582278481013	0.503564
chr7:6507725-6507725	chr7	6507725	6507725	1	1.26582278481013	0.503564
chrX:24493744-24493744	chrX	24493744	24493744	2	2.53164556962025	1.00713
chr3:27198603-27198603	chr3	27198603	27198603	1	1.26582278481013	0.503564
chr5:40096560-40096600	chr5	40096560	40096600	4	5.06329113924051	2.01426
chr4:52122802-52122833	chr4	52122802	52122833	2	2.53164556962025	1.00713
chr19:35366491-35366491	chr19	35366491	35366491	1	1.26582278481013	0.503564
chr8:131484031-131484036	chr8	131484031	131484036	2	2.53164556962025	1.00713
chr3:134618524-134618524	chr3	134618524	134618524	1	1.26582278481013	0.503564
chrY:10763249-10763249	chrY	10763249	10763249	1	1.26582278481013	0.503564
chr17:58233882-58233882	chr17	58233882	58233882	1	1.26582278481013	0.503564
chrX:94294779-94294779	chrX	94294779	94294779	2	2.53164556962025	1.00713
chrX:65878703-65878703	chrX	65878703	65878703	1	1.26582278481013	0.503564
chr9:95461947-95461947	chr9	95461947	95461947	1	1.26582278481013	0.503564
chrX:25706040-25706040	chrX	25706040	25706040	1	1.26582278481013	0.503564
chr14:58457732-58457732	chr14	58457732	58457732	1	1.26582278481013	0.503564
chr14:29616901-29616947	chr14	29616901	29616947	4	5.06329113924051	2.01426
chr5:54351428-54351428	chr5	54351428	54351428	1	1.26582278481013	0.503564
chr11:86288354-86288354	chr11	86288354	86288354	1	1.26582278481013	0.503564
chr17:42618693-42618693	chr17	42618693	42618693	1	1.26582278481013	0.503564
chr6:57898993-57898993	chr6	57898993	57898993	2	2.53164556962025	1.00713
chr19:52241990-52241990	chr19	52241990	52241990	1	1.26582278481013	0.503564
chr13:52943120-52943120	chr13	52943120	52943120	1	1.26582278481013	0.503564
chr20:51944747-51944772	chr20	51944747	51944772	6	7.59493670886076	3.02139
chr3:125336360-125336360	chr3	125336360	125336360	1	1.26582278481013	0.503564
chr4:14821373-14821373	chr4	14821373	14821373	1	1.26582278481013	0.503564
chr9:88773876-88773876	chr9	88773876	88773876	1	1.26582278481013	0.503564
chr14:31305063-31305063	chr14	31305063	31305063	1	1.26582278481013	0.503564
chr1:188417290-188417290	chr1	188417290	188417290	2	2.53164556962025	1.00713
chr21:10412982-10412989	chr21	10412982	10412989	2	2.53164556962025	1.00713
chr6:119004778-119004778	chr6	119004778	119004778	1	1.26582278481013	0.503564
chr16:10473543-10473543	chr16	10473543	10473543	1	1.26582278481013	0.503564
chr10:68479166-68479166	chr10	68479166	68479166	1	1.26582278481013	0.503564
chr8:95861606-95861606	chr8	95861606	95861606	2	2.53164556962025	1.00713
chr18:25103628-25103628	chr18	25103628	25103628	1	1.26582278481013	0.503564
chr22:13146923-13146923	chr22	13146923	13146923	1	1.26582278481013	0.503564
chr5:13280011-13280011	chr5	13280011	13280011	1	1.26582278481013	0.503564
chr15:61623361-61623361	chr15	61623361	61623361	1	1.26582278481013	0.503564
chr9:120668710-120668744	chr9	120668710	120668744	2	2.53164556962025	1.00713
chrX:35847490-35847527	chrX	35847490	35847527	3	3.79746835443038	1.51069
chr21:39106004-39106004	chr21	39106004	39106004	2	2.53164556962025	1.00713
chr3:77588969-77588969	chr3	77588969	77588969	1	1.26582278481013	0.503564
chr2:92005037-92005037	chr2	92005037	92005037	2	2.53164556962025	1.00713
chr4:138122798-138122798	chr4	138122798	138122798	1	1.26582278481013	0.503564
chr6:4428083-4428083	chr6	4428083	4428083	1	1.26582278481013	0.503564
chr8:84287145-84287145	chr8	84287145	84287145	1	1.26582278481013	0.503564
chr12:86019381-86019381	chr12	86019381	86019381	1	1.26582278481013	0.503564
chr13:46922777-46922777	chr13	46922777	46922777	1	1.26582278481013	0.503564
chr8:132211244-132211282	chr8	132211244	132211282	5	6.32911392405063	2.51782
