id	chr	start	end	tag	tag%	abs
chrX:154371223-154371223	chrX	154371223	154371223	1	0.344827586206897	0.137683
chr6:107824185-107824185	chr6	107824185	107824185	4	1.37931034482759	0.550732
chr21:32534797-32534797	chr21	32534797	32534797	1	0.344827586206897	0.137683
chr4:8591524-8591524	chr4	8591524	8591524	1	0.344827586206897	0.137683
chr5:37704303-37704303	chr5	37704303	37704303	1	0.344827586206897	0.137683
chrX:141602679-141602679	chrX	141602679	141602679	1	0.344827586206897	0.137683
chr21:9129412-9129412	chr21	9129412	9129412	1	0.344827586206897	0.137683
chr9:6708605-6708605	chr9	6708605	6708605	1	0.344827586206897	0.137683
chr11:27488029-27488059	chr11	27488029	27488059	2	0.689655172413793	0.275366
chr1:143266510-143266510	chr1	143266510	143266510	1	0.344827586206897	0.137683
chr17:63444576-63444576	chr17	63444576	63444576	2	0.689655172413793	0.275366
chr6:18296685-18296685	chr6	18296685	18296685	1	0.344827586206897	0.137683
chr11:67924987-67924987	chr11	67924987	67924987	1	0.344827586206897	0.137683
chr2:153742050-153742053	chr2	153742050	153742053	2	0.689655172413793	0.275366
chr21:8448987-8448987	chr21	8448987	8448987	1	0.344827586206897	0.137683
chr18:46075609-46075609	chr18	46075609	46075609	2	0.689655172413793	0.275366
chr13:19592758-19592758	chr13	19592758	19592758	1	0.344827586206897	0.137683
chr6:27154559-27154559	chr6	27154559	27154559	1	0.344827586206897	0.137683
chr3:146547469-146547469	chr3	146547469	146547469	2	0.689655172413793	0.275366
chr5:19123491-19123491	chr5	19123491	19123491	1	0.344827586206897	0.137683
chr15:29679477-29679477	chr15	29679477	29679477	3	1.03448275862069	0.413049
chr12:84574835-84574835	chr12	84574835	84574835	2	0.689655172413793	0.275366
chr4:97591571-97591571	chr4	97591571	97591571	1	0.344827586206897	0.137683
chr1:243883945-243883949	chr1	243883945	243883949	2	0.689655172413793	0.275366
chr1:144557471-144557471	chr1	144557471	144557471	1	0.344827586206897	0.137683
chr12:107740814-107740814	chr12	107740814	107740814	1	0.344827586206897	0.137683
chr6:63099545-63099545	chr6	63099545	63099545	1	0.344827586206897	0.137683
chr12:45348367-45348367	chr12	45348367	45348367	1	0.344827586206897	0.137683
chr10:52801738-52801738	chr10	52801738	52801738	2	0.689655172413793	0.275366
chr2:177883818-177883818	chr2	177883818	177883818	1	0.344827586206897	0.137683
chr17:39358486-39358486	chr17	39358486	39358486	1	0.344827586206897	0.137683
chr2:32916423-32916423	chr2	32916423	32916423	1	0.344827586206897	0.137683
chr3:36686142-36686142	chr3	36686142	36686142	2	0.689655172413793	0.275366
chrY:1686250-1686250	chrY	1686250	1686250	1	0.344827586206897	0.137683
chr10:130813207-130813207	chr10	130813207	130813207	3	1.03448275862069	0.413049
chr6:99973468-99973468	chr6	99973468	99973468	1	0.344827586206897	0.137683
chr11:88594402-88594402	chr11	88594402	88594402	1	0.344827586206897	0.137683
chr4:39380765-39380765	chr4	39380765	39380765	1	0.344827586206897	0.137683
chr1:224466924-224466924	chr1	224466924	224466924	1	0.344827586206897	0.137683
chr7:101915534-101915534	chr7	101915534	101915534	1	0.344827586206897	0.137683
chr3:16293947-16293947	chr3	16293947	16293947	1	0.344827586206897	0.137683
chr5:138655267-138655267	chr5	138655267	138655267	1	0.344827586206897	0.137683
chr12:51852306-51852306	chr12	51852306	51852306	1	0.344827586206897	0.137683
chr12:34690529-34690529	chr12	34690529	34690529	2	0.689655172413793	0.275366
chr6:136533288-136533288	chr6	136533288	136533288	1	0.344827586206897	0.137683
chr3:115571086-115571086	chr3	115571086	115571086	1	0.344827586206897	0.137683
chr11:40694181-40694181	chr11	40694181	40694181	1	0.344827586206897	0.137683
chr4:45505825-45505825	chr4	45505825	45505825	3	1.03448275862069	0.413049
chr1:23361466-23361466	chr1	23361466	23361466	1	0.344827586206897	0.137683
chr1:143202853-143202853	chr1	143202853	143202853	1	0.344827586206897	0.137683
chr9:12500400-12500445	chr9	12500400	12500445	7	2.41379310344828	0.963781
chr20:22045089-22045089	chr20	22045089	22045089	1	0.344827586206897	0.137683
chrX:110926066-110926066	chrX	110926066	110926066	2	0.689655172413793	0.275366
chr6:57267391-57267391	chr6	57267391	57267391	1	0.344827586206897	0.137683
chr1:59191930-59191973	chr1	59191930	59191973	10	3.44827586206897	1.37683
chr21:8221781-8221781	chr21	8221781	8221781	2	0.689655172413793	0.275366
chr3:88525740-88525740	chr3	88525740	88525740	1	0.344827586206897	0.137683
chr9:88628254-88628254	chr9	88628254	88628254	4	1.37931034482759	0.550732
chr4:59571497-59571530	chr4	59571497	59571530	3	1.03448275862069	0.413049
chr6:121306421-121306421	chr6	121306421	121306421	1	0.344827586206897	0.137683
chr15:80777486-80777486	chr15	80777486	80777486	1	0.344827586206897	0.137683
chr5:22240052-22240057	chr5	22240052	22240057	4	1.37931034482759	0.550732
chr4:186843808-186843808	chr4	186843808	186843808	1	0.344827586206897	0.137683
chr1:51647394-51647394	chr1	51647394	51647394	2	0.689655172413793	0.275366
chr13:102994294-102994294	chr13	102994294	102994294	1	0.344827586206897	0.137683
chr8:43969314-43969314	chr8	43969314	43969314	1	0.344827586206897	0.137683
chr22:35909732-35909732	chr22	35909732	35909732	1	0.344827586206897	0.137683
chr19:24396159-24396159	chr19	24396159	24396159	1	0.344827586206897	0.137683
chr2:9973961-9973961	chr2	9973961	9973961	1	0.344827586206897	0.137683
chr1:143262301-143262301	chr1	143262301	143262301	1	0.344827586206897	0.137683
chr11:13024248-13024248	chr11	13024248	13024248	2	0.689655172413793	0.275366
chr13:95578613-95578633	chr13	95578613	95578633	3	1.03448275862069	0.413049
chrX:9888721-9888721	chrX	9888721	9888721	1	0.344827586206897	0.137683
chr22:43208694-43208694	chr22	43208694	43208694	1	0.344827586206897	0.137683
chr2:89828730-89829483	chr2	89828730	89829483	2	0.689655172413793	0.275366
chr19:18087018-18087018	chr19	18087018	18087018	1	0.344827586206897	0.137683
chr15:52850079-52850079	chr15	52850079	52850079	2	0.689655172413793	0.275366
chr10:17319484-17319484	chr10	17319484	17319484	1	0.344827586206897	0.137683
chr2:160517267-160517267	chr2	160517267	160517267	1	0.344827586206897	0.137683
chrX:123727388-123727388	chrX	123727388	123727388	1	0.344827586206897	0.137683
chr19:13159818-13159842	chr19	13159818	13159842	2	0.689655172413793	0.275366
chr11:38969947-38969948	chr11	38969947	38969948	2	0.689655172413793	0.275366
chr9:10833210-10833210	chr9	10833210	10833210	2	0.689655172413793	0.275366
chrY:8100381-8100381	chrY	8100381	8100381	1	0.344827586206897	0.137683
chr2:19145620-19145620	chr2	19145620	19145620	1	0.344827586206897	0.137683
chr6:142215462-142215462	chr6	142215462	142215462	1	0.344827586206897	0.137683
chr5:38158708-38158744	chr5	38158708	38158744	2	0.689655172413793	0.275366
chr1:45614157-45614157	chr1	45614157	45614157	1	0.344827586206897	0.137683
chr11:86133335-86133335	chr11	86133335	86133335	1	0.344827586206897	0.137683
chr8:16605224-16605224	chr8	16605224	16605224	1	0.344827586206897	0.137683
chr15:89891247-89891247	chr15	89891247	89891247	1	0.344827586206897	0.137683
chr12:124468104-124468104	chr12	124468104	124468104	1	0.344827586206897	0.137683
chr11:47334190-47334190	chr11	47334190	47334190	1	0.344827586206897	0.137683
chr11:13840036-13840036	chr11	13840036	13840036	1	0.344827586206897	0.137683
chr3:59648339-59648339	chr3	59648339	59648339	1	0.344827586206897	0.137683
chr3:18675830-18675830	chr3	18675830	18675830	2	0.689655172413793	0.275366
chr12:132679877-132679877	chr12	132679877	132679877	1	0.344827586206897	0.137683
chr8:46407712-46407712	chr8	46407712	46407712	1	0.344827586206897	0.137683
chr1:234841356-234841356	chr1	234841356	234841356	1	0.344827586206897	0.137683
chr12:54218431-54218431	chr12	54218431	54218431	1	0.344827586206897	0.137683
chrY:11320303-11320303	chrY	11320303	11320303	2	0.689655172413793	0.275366
chr1:114170947-114170947	chr1	114170947	114170947	1	0.344827586206897	0.137683
chr2:66711460-66711460	chr2	66711460	66711460	2	0.689655172413793	0.275366
chr18:57018382-57018415	chr18	57018382	57018415	2	0.689655172413793	0.275366
chr19:34301473-34301473	chr19	34301473	34301473	3	1.03448275862069	0.413049
chr4:183501574-183501574	chr4	183501574	183501574	1	0.344827586206897	0.137683
chr20:40901648-40901648	chr20	40901648	40901648	1	0.344827586206897	0.137683
chr6:61871428-61871428	chr6	61871428	61871428	1	0.344827586206897	0.137683
chr3:85734788-85734790	chr3	85734788	85734790	4	1.37931034482759	0.550732
chr15:90091577-90091632	chr15	90091577	90091632	3	1.03448275862069	0.413049
chrX:103752216-103752231	chrX	103752216	103752231	2	0.689655172413793	0.275366
chr3:25736022-25736023	chr3	25736022	25736023	2	0.689655172413793	0.275366
chr1:49599985-49599985	chr1	49599985	49599985	3	1.03448275862069	0.413049
chr4:184805318-184805318	chr4	184805318	184805318	1	0.344827586206897	0.137683
chr22:24837501-24837501	chr22	24837501	24837501	1	0.344827586206897	0.137683
chr1:90852234-90852234	chr1	90852234	90852234	2	0.689655172413793	0.275366
chr21:8404780-8404780	chr21	8404780	8404780	2	0.689655172413793	0.275366
chr20:54319700-54319700	chr20	54319700	54319700	1	0.344827586206897	0.137683
chr20:835512-835512	chr20	835512	835512	2	0.689655172413793	0.275366
chr8:6703345-6703345	chr8	6703345	6703345	3	1.03448275862069	0.413049
