id	chr	start	end	tag	tag%	abs
chr8:55246460-55246460	chr8	55246460	55246460	1	0.164744645799012	0.0604248
chr2:32916527-32916527	chr2	32916527	32916527	1	0.164744645799012	0.0604248
chr4:5541923-5541923	chr4	5541923	5541923	1	0.164744645799012	0.0604248
chr12:132650943-132650943	chr12	132650943	132650943	1	0.164744645799012	0.0604248
chr7:88522788-88522788	chr7	88522788	88522788	1	0.164744645799012	0.0604248
chr18:47837336-47837336	chr18	47837336	47837336	1	0.164744645799012	0.0604248
chr9:133738370-133738370	chr9	133738370	133738370	1	0.164744645799012	0.0604248
chr11:107857127-107857143	chr11	107857127	107857143	2	0.329489291598023	0.12085
chr2:97819144-97819144	chr2	97819144	97819144	1	0.164744645799012	0.0604248
chr7:24824557-24824557	chr7	24824557	24824557	1	0.164744645799012	0.0604248
chr13:99624149-99624149	chr13	99624149	99624149	1	0.164744645799012	0.0604248
chr8:90638846-90638894	chr8	90638846	90638894	461	75.9472817133443	27.8558
chr7:138189862-138189862	chr7	138189862	138189862	1	0.164744645799012	0.0604248
chr21:27502393-27502393	chr21	27502393	27502393	1	0.164744645799012	0.0604248
chr1:96719184-96719222	chr1	96719184	96719222	2	0.329489291598023	0.12085
chr2:233602439-233602439	chr2	233602439	233602439	1	0.164744645799012	0.0604248
chrX:127281254-127281254	chrX	127281254	127281254	2	0.329489291598023	0.12085
chrX:109340179-109340179	chrX	109340179	109340179	1	0.164744645799012	0.0604248
chr15:43446883-43446883	chr15	43446883	43446883	1	0.164744645799012	0.0604248
chr6:37174382-37174382	chr6	37174382	37174382	1	0.164744645799012	0.0604248
chr4:144716849-144716849	chr4	144716849	144716849	1	0.164744645799012	0.0604248
chr21:25251689-25251689	chr21	25251689	25251689	1	0.164744645799012	0.0604248
chr11:94634432-94634432	chr11	94634432	94634432	1	0.164744645799012	0.0604248
chr12:2376664-2376664	chr12	2376664	2376664	1	0.164744645799012	0.0604248
