id	chr	start	end	tag	tag%	abs
chr14:106635040-106635040	chr14	106635040	106635040	1	0.552486187845304	0.235845
chr11:90983914-90983957	chr11	90983914	90983957	2	1.10497237569061	0.471691
chr6:28137828-28137828	chr6	28137828	28137828	3	1.65745856353591	0.707536
chr10:10246666-10246691	chr10	10246666	10246691	9	4.97237569060773	2.12261
chr4:135545210-135545210	chr4	135545210	135545210	1	0.552486187845304	0.235845
chr15:29088572-29088572	chr15	29088572	29088572	1	0.552486187845304	0.235845
chr13:27809293-27809293	chr13	27809293	27809293	1	0.552486187845304	0.235845
chr4:54440166-54440166	chr4	54440166	54440166	1	0.552486187845304	0.235845
chr12:107733086-107733086	chr12	107733086	107733086	1	0.552486187845304	0.235845
chr21:7500124-7500124	chr21	7500124	7500124	1	0.552486187845304	0.235845
chr10:49413224-49413224	chr10	49413224	49413224	1	0.552486187845304	0.235845
chr1:23414922-23414922	chr1	23414922	23414922	1	0.552486187845304	0.235845
chr10:40684447-40684447	chr10	40684447	40684447	1	0.552486187845304	0.235845
chr1:148455845-148455845	chr1	148455845	148455845	1	0.552486187845304	0.235845
chr1:11282033-11282033	chr1	11282033	11282033	1	0.552486187845304	0.235845
chr10:41844287-41844287	chr10	41844287	41844287	1	0.552486187845304	0.235845
chr9:96458300-96458300	chr9	96458300	96458300	1	0.552486187845304	0.235845
chr19:25429673-25429673	chr19	25429673	25429673	1	0.552486187845304	0.235845
chr20:47779228-47779228	chr20	47779228	47779228	2	1.10497237569061	0.471691
chr13:36867844-36867868	chr13	36867844	36867868	2	1.10497237569061	0.471691
chr12:49022081-49022081	chr12	49022081	49022081	1	0.552486187845304	0.235845
chr1:17284420-17284420	chr1	17284420	17284420	1	0.552486187845304	0.235845
chr17:58222025-58222026	chr17	58222025	58222026	2	1.10497237569061	0.471691
chr15:36667317-36667317	chr15	36667317	36667317	1	0.552486187845304	0.235845
chr18:7433493-7433501	chr18	7433493	7433501	2	1.10497237569061	0.471691
chr8:49400502-49400502	chr8	49400502	49400502	1	0.552486187845304	0.235845
chr4:105487907-105487907	chr4	105487907	105487907	1	0.552486187845304	0.235845
chr1:145211885-145211885	chr1	145211885	145211885	1	0.552486187845304	0.235845
