id	chr	start	end	tag	tag%	abs
chr10:38797429-38797429	chr10	38797429	38797429	2	0.873362445414847	0.35595
chrY:539848-539848	chrY	539848	539848	1	0.436681222707424	0.177975
chr14:72268322-72268322	chr14	72268322	72268322	2	0.873362445414847	0.35595
chr10:59900043-59900043	chr10	59900043	59900043	1	0.436681222707424	0.177975
chr6:111444924-111444924	chr6	111444924	111444924	2	0.873362445414847	0.35595
chr14:54460750-54460750	chr14	54460750	54460750	1	0.436681222707424	0.177975
chr19:1203505-1203505	chr19	1203505	1203505	1	0.436681222707424	0.177975
chr5:112858717-112858717	chr5	112858717	112858717	1	0.436681222707424	0.177975
chr1:80992104-80992104	chr1	80992104	80992104	1	0.436681222707424	0.177975
chrX:124222620-124222620	chrX	124222620	124222620	2	0.873362445414847	0.35595
chr11:75034390-75034390	chr11	75034390	75034390	3	1.31004366812227	0.533925
chr5:67193609-67193609	chr5	67193609	67193609	2	0.873362445414847	0.35595
chr3:57598882-57598882	chr3	57598882	57598882	2	0.873362445414847	0.35595
chr18:106851-107386	chr18	106851	107386	3	1.31004366812227	0.533925
chr3:101657940-101657940	chr3	101657940	101657940	1	0.436681222707424	0.177975
chr1:212697209-212697209	chr1	212697209	212697209	1	0.436681222707424	0.177975
chr5:42521479-42521479	chr5	42521479	42521479	2	0.873362445414847	0.35595
chr3:118958106-118958106	chr3	118958106	118958106	1	0.436681222707424	0.177975
chr4:28766666-28766666	chr4	28766666	28766666	1	0.436681222707424	0.177975
chr8:77908818-77908818	chr8	77908818	77908818	2	0.873362445414847	0.35595
chr11:54676479-54676479	chr11	54676479	54676479	1	0.436681222707424	0.177975
chr1:55152049-55152049	chr1	55152049	55152049	2	0.873362445414847	0.35595
chr1:80811978-80811978	chr1	80811978	80811978	1	0.436681222707424	0.177975
chr4:94278195-94278195	chr4	94278195	94278195	1	0.436681222707424	0.177975
chr5:123939827-123939830	chr5	123939827	123939830	2	0.873362445414847	0.35595
chr2:157464093-157464093	chr2	157464093	157464093	1	0.436681222707424	0.177975
chr1:241528434-241528468	chr1	241528434	241528468	2	0.873362445414847	0.35595
chr9:127853076-127853076	chr9	127853076	127853076	1	0.436681222707424	0.177975
chr2:201751552-201751552	chr2	201751552	201751552	2	0.873362445414847	0.35595
chr11:48505859-48505859	chr11	48505859	48505859	1	0.436681222707424	0.177975
chr5:162891018-162891018	chr5	162891018	162891018	1	0.436681222707424	0.177975
chrX:129760276-129760276	chrX	129760276	129760276	1	0.436681222707424	0.177975
chr8:89728870-89728870	chr8	89728870	89728870	1	0.436681222707424	0.177975
chr22:48280979-48280979	chr22	48280979	48280979	1	0.436681222707424	0.177975
chrX:134843803-134843803	chrX	134843803	134843803	1	0.436681222707424	0.177975
chr14:56699424-56699424	chr14	56699424	56699424	1	0.436681222707424	0.177975
chr6:40284065-40284065	chr6	40284065	40284065	1	0.436681222707424	0.177975
chr6:135007441-135007441	chr6	135007441	135007441	1	0.436681222707424	0.177975
chr19:49854674-49854674	chr19	49854674	49854674	1	0.436681222707424	0.177975
chr6:1263614-1263614	chr6	1263614	1263614	1	0.436681222707424	0.177975
chr11:28210180-28210216	chr11	28210180	28210216	3	1.31004366812227	0.533925
chr4:159636315-159636315	chr4	159636315	159636315	1	0.436681222707424	0.177975
chr2:34130486-34130486	chr2	34130486	34130486	1	0.436681222707424	0.177975
chr14:62827213-62827213	chr14	62827213	62827213	1	0.436681222707424	0.177975
chr8:89827735-89827735	chr8	89827735	89827735	1	0.436681222707424	0.177975
chr7:109904769-109904769	chr7	109904769	109904769	1	0.436681222707424	0.177975
chr17:8222834-8222834	chr17	8222834	8222834	2	0.873362445414847	0.35595
chr11:79849342-79849342	chr11	79849342	79849342	1	0.436681222707424	0.177975
chr21:37172823-37172823	chr21	37172823	37172823	2	0.873362445414847	0.35595
chr3:71640065-71640099	chr3	71640065	71640099	3	1.31004366812227	0.533925
chr16:72397927-72397927	chr16	72397927	72397927	1	0.436681222707424	0.177975
chr11:15987157-15987157	chr11	15987157	15987157	3	1.31004366812227	0.533925
chr2:157287268-157287297	chr2	157287268	157287297	4	1.74672489082969	0.711901
chr4:171416730-171416730	chr4	171416730	171416730	1	0.436681222707424	0.177975
chr3:95056777-95056777	chr3	95056777	95056777	2	0.873362445414847	0.35595
chr18:49915655-49915675	chr18	49915655	49915675	2	0.873362445414847	0.35595
chr17:78773455-78773455	chr17	78773455	78773455	1	0.436681222707424	0.177975
chr7:102206312-102206312	chr7	102206312	102206312	3	1.31004366812227	0.533925
chr8:106539962-106539962	chr8	106539962	106539962	1	0.436681222707424	0.177975
chr1:150276654-150276654	chr1	150276654	150276654	1	0.436681222707424	0.177975
chr4:168880786-168880786	chr4	168880786	168880786	1	0.436681222707424	0.177975
chr17:50313288-50313309	chr17	50313288	50313309	2	0.873362445414847	0.35595
chr4:24888251-24888277	chr4	24888251	24888277	4	1.74672489082969	0.711901
chrX:92158670-92158670	chrX	92158670	92158670	1	0.436681222707424	0.177975
chr10:78071806-78071806	chr10	78071806	78071806	1	0.436681222707424	0.177975
chr16:3297970-3297970	chr16	3297970	3297970	4	1.74672489082969	0.711901
chr21:5337443-5337443	chr21	5337443	5337443	1	0.436681222707424	0.177975
chr17:47757399-47757399	chr17	47757399	47757399	1	0.436681222707424	0.177975
chr21:18080423-18080423	chr21	18080423	18080423	1	0.436681222707424	0.177975
chr14:64199109-64199109	chr14	64199109	64199109	1	0.436681222707424	0.177975
chr1:149728561-149728561	chr1	149728561	149728561	1	0.436681222707424	0.177975
chr10:5466121-5466121	chr10	5466121	5466121	2	0.873362445414847	0.35595
chr9:9732584-9732584	chr9	9732584	9732584	1	0.436681222707424	0.177975
chr2:32916252-32916445	chr2	32916252	32916445	4	1.74672489082969	0.711901
chr10:129313017-129313017	chr10	129313017	129313017	2	0.873362445414847	0.35595
chr1:120068070-120068070	chr1	120068070	120068070	1	0.436681222707424	0.177975
chr17:60286650-60286650	chr17	60286650	60286650	1	0.436681222707424	0.177975
chr3:15559839-15559839	chr3	15559839	15559839	1	0.436681222707424	0.177975
chr5:132272077-132272077	chr5	132272077	132272077	1	0.436681222707424	0.177975
chrY:1348186-1348186	chrY	1348186	1348186	1	0.436681222707424	0.177975
chr1:119274388-119274388	chr1	119274388	119274388	1	0.436681222707424	0.177975
chr11:68780962-68780962	chr11	68780962	68780962	2	0.873362445414847	0.35595
chr17:27080547-27080547	chr17	27080547	27080547	1	0.436681222707424	0.177975
chr5:138391375-138391426	chr5	138391375	138391426	2	0.873362445414847	0.35595
chr5:50242130-50242130	chr5	50242130	50242130	1	0.436681222707424	0.177975
chr8:132234352-132234352	chr8	132234352	132234352	1	0.436681222707424	0.177975
chr1:204509238-204509238	chr1	204509238	204509238	2	0.873362445414847	0.35595
chr17:77935789-77935789	chr17	77935789	77935789	1	0.436681222707424	0.177975
chr4:48474554-48474554	chr4	48474554	48474554	1	0.436681222707424	0.177975
chr8:40694465-40694465	chr8	40694465	40694465	1	0.436681222707424	0.177975
chr11:41696899-41696899	chr11	41696899	41696899	2	0.873362445414847	0.35595
chr13:83207928-83207928	chr13	83207928	83207928	1	0.436681222707424	0.177975
chr16:32291322-32291348	chr16	32291322	32291348	3	1.31004366812227	0.533925
chr9:81700454-81700454	chr9	81700454	81700454	1	0.436681222707424	0.177975
chr9:39526081-39526081	chr9	39526081	39526081	1	0.436681222707424	0.177975
chr5:157512977-157512993	chr5	157512977	157512993	3	1.31004366812227	0.533925
chr12:53025558-53025558	chr12	53025558	53025558	2	0.873362445414847	0.35595
chr17:36303947-36303947	chr17	36303947	36303947	1	0.436681222707424	0.177975
chr14:71168635-71168635	chr14	71168635	71168635	1	0.436681222707424	0.177975
chr1:145141010-145141010	chr1	145141010	145141010	2	0.873362445414847	0.35595
chr3:182477915-182477915	chr3	182477915	182477915	2	0.873362445414847	0.35595
chr19:42853552-42853552	chr19	42853552	42853552	4	1.74672489082969	0.711901
chr4:75599229-75599229	chr4	75599229	75599229	1	0.436681222707424	0.177975
chr4:184771687-184771687	chr4	184771687	184771687	1	0.436681222707424	0.177975
chr1:64591635-64591672	chr1	64591635	64591672	2	0.873362445414847	0.35595
chr12:100718278-100718278	chr12	100718278	100718278	1	0.436681222707424	0.177975
chr10:36645858-36645858	chr10	36645858	36645858	1	0.436681222707424	0.177975
chr19:29812793-29812830	chr19	29812793	29812830	2	0.873362445414847	0.35595
chr16:3678035-3678035	chr16	3678035	3678035	1	0.436681222707424	0.177975
chr10:129813250-129813250	chr10	129813250	129813250	1	0.436681222707424	0.177975
chr22:46616076-46616076	chr22	46616076	46616076	1	0.436681222707424	0.177975
chr22:14419806-14419806	chr22	14419806	14419806	1	0.436681222707424	0.177975
chr22:21586506-21586506	chr22	21586506	21586506	1	0.436681222707424	0.177975
chr2:139766883-139766883	chr2	139766883	139766883	1	0.436681222707424	0.177975
chr21:8215765-8215765	chr21	8215765	8215765	1	0.436681222707424	0.177975
chr3:76759772-76759772	chr3	76759772	76759772	2	0.873362445414847	0.35595
chr1:183788686-183788686	chr1	183788686	183788686	1	0.436681222707424	0.177975
chr6:123240026-123240026	chr6	123240026	123240026	1	0.436681222707424	0.177975
chr4:189957696-189957696	chr4	189957696	189957696	1	0.436681222707424	0.177975
chr9:15453015-15453015	chr9	15453015	15453015	1	0.436681222707424	0.177975
chr4:114052956-114052956	chr4	114052956	114052956	1	0.436681222707424	0.177975
chr1:143820020-143820020	chr1	143820020	143820020	1	0.436681222707424	0.177975
chr2:56118655-56118655	chr2	56118655	56118655	1	0.436681222707424	0.177975
chr12:111443987-111443987	chr12	111443987	111443987	1	0.436681222707424	0.177975
chr12:39534082-39534082	chr12	39534082	39534082	1	0.436681222707424	0.177975
chr12:70938862-70938862	chr12	70938862	70938862	2	0.873362445414847	0.35595
chr13:21553104-21553104	chr13	21553104	21553104	1	0.436681222707424	0.177975
chr11:35917844-35917882	chr11	35917844	35917882	2	0.873362445414847	0.35595
chrX:45696766-45696766	chrX	45696766	45696766	1	0.436681222707424	0.177975
chr11:55017134-55017134	chr11	55017134	55017134	1	0.436681222707424	0.177975
chr8:32260384-32260384	chr8	32260384	32260384	1	0.436681222707424	0.177975
chrX:73942768-73943597	chrX	73942768	73943597	4	1.74672489082969	0.711901
chr1:121036745-121036745	chr1	121036745	121036745	1	0.436681222707424	0.177975
chr3:54187653-54187653	chr3	54187653	54187653	1	0.436681222707424	0.177975
chr5:133884486-133884486	chr5	133884486	133884486	1	0.436681222707424	0.177975
chr15:68552485-68552485	chr15	68552485	68552485	1	0.436681222707424	0.177975
chr6:27301136-27301136	chr6	27301136	27301136	1	0.436681222707424	0.177975
chr16:4444170-4444170	chr16	4444170	4444170	1	0.436681222707424	0.177975
chr3:42835942-42835942	chr3	42835942	42835942	2	0.873362445414847	0.35595
chr19:1161924-1161924	chr19	1161924	1161924	1	0.436681222707424	0.177975
chr1:16599180-16599180	chr1	16599180	16599180	1	0.436681222707424	0.177975
chrX:125256332-125256332	chrX	125256332	125256332	1	0.436681222707424	0.177975
chrX:13031556-13031557	chrX	13031556	13031557	2	0.873362445414847	0.35595
chr2:116943535-116943535	chr2	116943535	116943535	1	0.436681222707424	0.177975
chr1:84995604-84995604	chr1	84995604	84995604	2	0.873362445414847	0.35595
chr4:88467984-88468010	chr4	88467984	88468010	4	1.74672489082969	0.711901
chr7:141275482-141275482	chr7	141275482	141275482	1	0.436681222707424	0.177975
