id	chr	start	end	tag	tag%
chr5:26221367-26221367	chr5	26221367	26221367	1	0.276243093922652
chr13:19865447-19865480	chr13	19865447	19865480	4	1.10497237569061
chr2:67392164-67392164	chr2	67392164	67392164	2	0.552486187845304
chr11:51412971-51412971	chr11	51412971	51412971	1	0.276243093922652
chr8:58148326-58148326	chr8	58148326	58148326	1	0.276243093922652
chr2:89828512-89828512	chr2	89828512	89828512	1	0.276243093922652
chr22:34480218-34480220	chr22	34480218	34480220	3	0.828729281767956
chr16:34379768-34379768	chr16	34379768	34379768	1	0.276243093922652
chrX:100424521-100424553	chrX	100424521	100424553	14	3.86740331491713
chr17:73189357-73189357	chr17	73189357	73189357	1	0.276243093922652
chr21:20938702-20938702	chr21	20938702	20938702	1	0.276243093922652
chr4:57240724-57240724	chr4	57240724	57240724	1	0.276243093922652
chr10:33875215-33875215	chr10	33875215	33875215	1	0.276243093922652
chr9:21656272-21656272	chr9	21656272	21656272	1	0.276243093922652
chr9:63362054-63362054	chr9	63362054	63362054	1	0.276243093922652
chr9:75378937-75378937	chr9	75378937	75378937	1	0.276243093922652
chr18:80135753-80135753	chr18	80135753	80135753	1	0.276243093922652
chr3:94063623-94063623	chr3	94063623	94063623	1	0.276243093922652
chr16:34572160-34572160	chr16	34572160	34572160	1	0.276243093922652
chr3:197667835-197667835	chr3	197667835	197667835	1	0.276243093922652
chr7:68195344-68195344	chr7	68195344	68195344	1	0.276243093922652
chr5:50278027-50278027	chr5	50278027	50278027	1	0.276243093922652
chr7:64822224-64822258	chr7	64822224	64822258	3	0.828729281767956
chr7:138203321-138203321	chr7	138203321	138203321	1	0.276243093922652
chr9:135145485-135145485	chr9	135145485	135145485	1	0.276243093922652
chr3:65273214-65273238	chr3	65273214	65273238	3	0.828729281767956
chr11:99481650-99481676	chr11	99481650	99481676	2	0.552486187845304
chr2:92512228-92512228	chr2	92512228	92512228	1	0.276243093922652
chr6:83795985-83795985	chr6	83795985	83795985	1	0.276243093922652
chr14:19144170-19144170	chr14	19144170	19144170	1	0.276243093922652
chr22:11213074-11213074	chr22	11213074	11213074	1	0.276243093922652
chr13:111881833-111881833	chr13	111881833	111881833	1	0.276243093922652
chr4:182792507-182792507	chr4	182792507	182792507	1	0.276243093922652
chr13:39202597-39202597	chr13	39202597	39202597	1	0.276243093922652
chr6:108663865-108663865	chr6	108663865	108663865	1	0.276243093922652
chrX:112675842-112675842	chrX	112675842	112675842	1	0.276243093922652
chr16:70789507-70789560	chr16	70789507	70789560	2	0.552486187845304
chr1:228641686-228641686	chr1	228641686	228641686	1	0.276243093922652
chrX:134674337-134674337	chrX	134674337	134674337	1	0.276243093922652
chr4:49711390-49711436	chr4	49711390	49711436	3	0.828729281767956
chr17:55638843-55638843	chr17	55638843	55638843	1	0.276243093922652
chr13:52738921-52738921	chr13	52738921	52738921	1	0.276243093922652
chr3:56175325-56175359	chr3	56175325	56175359	2	0.552486187845304
chr17:37679524-37679524	chr17	37679524	37679524	1	0.276243093922652
chr2:160236283-160236283	chr2	160236283	160236283	1	0.276243093922652
chr16:81569536-81569536	chr16	81569536	81569536	1	0.276243093922652
chr19:31385425-31385425	chr19	31385425	31385425	1	0.276243093922652
chr9:9477347-9477347	chr9	9477347	9477347	1	0.276243093922652
chr6:136227912-136227912	chr6	136227912	136227912	1	0.276243093922652
chr13:90269299-90269299	chr13	90269299	90269299	1	0.276243093922652
chr13:56229255-56229255	chr13	56229255	56229255	2	0.552486187845304
chr8:44053500-44053500	chr8	44053500	44053500	1	0.276243093922652
chr6:69448363-69448363	chr6	69448363	69448363	1	0.276243093922652
chr9:108095166-108095166	chr9	108095166	108095166	1	0.276243093922652
chr3:51842581-51842581	chr3	51842581	51842581	1	0.276243093922652
chr2:80202375-80202375	chr2	80202375	80202375	1	0.276243093922652
chr14:29171600-29171600	chr14	29171600	29171600	1	0.276243093922652
chr8:97639800-97639800	chr8	97639800	97639800	1	0.276243093922652
chr17:49424913-49424913	chr17	49424913	49424913	1	0.276243093922652
chr11:98794576-98794576	chr11	98794576	98794576	1	0.276243093922652
chr21:10061745-10061745	chr21	10061745	10061745	1	0.276243093922652
chr2:32916284-32916592	chr2	32916284	32916592	4	1.10497237569061
chr6:102831435-102831435	chr6	102831435	102831435	1	0.276243093922652
chr6:3413935-3413935	chr6	3413935	3413935	1	0.276243093922652
chr5:49666236-49666236	chr5	49666236	49666236	1	0.276243093922652
chrY:16097206-16097206	chrY	16097206	16097206	1	0.276243093922652
chrY:289657-289657	chrY	289657	289657	1	0.276243093922652
chr3:51398251-51398251	chr3	51398251	51398251	1	0.276243093922652
chr6:77559751-77559751	chr6	77559751	77559751	1	0.276243093922652
chr4:126302310-126302315	chr4	126302310	126302315	2	0.552486187845304
chr12:132797369-132797369	chr12	132797369	132797369	1	0.276243093922652
chr2:90157719-90157719	chr2	90157719	90157719	1	0.276243093922652
chr8:67330635-67330635	chr8	67330635	67330635	1	0.276243093922652
chr10:12176277-12176277	chr10	12176277	12176277	2	0.552486187845304
chr1:226181674-226181674	chr1	226181674	226181674	2	0.552486187845304
chr5:155419813-155419813	chr5	155419813	155419813	1	0.276243093922652
chr16:4459884-4459884	chr16	4459884	4459884	1	0.276243093922652
chr3:119634706-119634706	chr3	119634706	119634706	1	0.276243093922652
chr1:123488443-123488443	chr1	123488443	123488443	1	0.276243093922652
chr14:59819415-59819415	chr14	59819415	59819415	1	0.276243093922652
chr17:27492003-27492032	chr17	27492003	27492032	2	0.552486187845304
chr8:109470667-109470667	chr8	109470667	109470667	1	0.276243093922652
chr18:35393900-35393900	chr18	35393900	35393900	1	0.276243093922652
chr11:111883994-111884029	chr11	111883994	111884029	2	0.552486187845304
chr10:83375358-83375358	chr10	83375358	83375358	1	0.276243093922652
