id	chr	start	end	tag	tag%
chr2:215434625-215434625	chr2	215434625	215434625	1	3.84615384615385
chr11:75021137-75021137	chr11	75021137	75021137	1	3.84615384615385
chr17:77492686-77492686	chr17	77492686	77492686	1	3.84615384615385
chr13:75753560-75753560	chr13	75753560	75753560	1	3.84615384615385
chr14:20615489-20615489	chr14	20615489	20615489	1	3.84615384615385
chrX:57746763-57746763	chrX	57746763	57746763	1	3.84615384615385
chr16:34783904-34783904	chr16	34783904	34783904	1	3.84615384615385
chr9:16624516-16624516	chr9	16624516	16624516	1	3.84615384615385
chr1:151792213-151792213	chr1	151792213	151792213	1	3.84615384615385
chr4:2764876-2764876	chr4	2764876	2764876	1	3.84615384615385
chr15:47257584-47257602	chr15	47257584	47257602	2	7.69230769230769
chr16:23424725-23424764	chr16	23424725	23424764	3	11.5384615384615
chrX:18611513-18611513	chrX	18611513	18611513	1	3.84615384615385
chr5:95557089-95557089	chr5	95557089	95557089	1	3.84615384615385
chr10:47258089-47258089	chr10	47258089	47258089	1	3.84615384615385
chr7:23584907-23584907	chr7	23584907	23584907	1	3.84615384615385
chr10:25743808-25743808	chr10	25743808	25743808	1	3.84615384615385
chr5:96661799-96661799	chr5	96661799	96661799	1	3.84615384615385
chr15:30020714-30020714	chr15	30020714	30020714	1	3.84615384615385
chr2:4089090-4089090	chr2	4089090	4089090	1	3.84615384615385
chr10:77178891-77178891	chr10	77178891	77178891	1	3.84615384615385
chr1:163962573-163962573	chr1	163962573	163962573	1	3.84615384615385
chr6:16305298-16305298	chr6	16305298	16305298	1	3.84615384615385
