id	chr	start	end	tag	tag%
chr4:158889591-158889591	chr4	158889591	158889591	1	0.632911392405063
chr4:134248381-134248381	chr4	134248381	134248381	1	0.632911392405063
chr21:45965747-45965785	chr21	45965747	45965785	3	1.89873417721519
chr10:7384067-7384067	chr10	7384067	7384067	1	0.632911392405063
chrY:10904237-10904237	chrY	10904237	10904237	1	0.632911392405063
chr14:93310763-93310763	chr14	93310763	93310763	1	0.632911392405063
chrY:23762-23762	chrY	23762	23762	1	0.632911392405063
chr8:36601025-36601025	chr8	36601025	36601025	3	1.89873417721519
chr22:11055972-11055972	chr22	11055972	11055972	1	0.632911392405063
chr8:22610956-22610956	chr8	22610956	22610956	1	0.632911392405063
chr4:176226469-176226469	chr4	176226469	176226469	1	0.632911392405063
chr9:2710815-2710815	chr9	2710815	2710815	1	0.632911392405063
chr3:189811042-189811042	chr3	189811042	189811042	1	0.632911392405063
chr3:90278575-90278575	chr3	90278575	90278575	1	0.632911392405063
chr3:82353066-82353066	chr3	82353066	82353066	1	0.632911392405063
chr15:50777765-50777765	chr15	50777765	50777765	1	0.632911392405063
chr10:95419082-95419082	chr10	95419082	95419082	2	1.26582278481013
chr4:159170160-159170160	chr4	159170160	159170160	1	0.632911392405063
chr22:26674098-26674098	chr22	26674098	26674098	1	0.632911392405063
chr6:135567487-135567487	chr6	135567487	135567487	2	1.26582278481013
chr8:95110707-95110707	chr8	95110707	95110707	1	0.632911392405063
chr12:31399174-31399174	chr12	31399174	31399174	1	0.632911392405063
chr4:1249648-1249693	chr4	1249648	1249693	2	1.26582278481013
chr8:95692035-95692035	chr8	95692035	95692035	1	0.632911392405063
chr22:34762038-34762038	chr22	34762038	34762038	1	0.632911392405063
chr16:85553876-85553876	chr16	85553876	85553876	1	0.632911392405063
chr2:111499473-111499473	chr2	111499473	111499473	1	0.632911392405063
chr10:119284322-119284322	chr10	119284322	119284322	1	0.632911392405063
chrX:93333399-93333399	chrX	93333399	93333399	1	0.632911392405063
chr21:20767670-20767670	chr21	20767670	20767670	1	0.632911392405063
chr3:132038233-132038233	chr3	132038233	132038233	1	0.632911392405063
chr14:101726872-101726872	chr14	101726872	101726872	1	0.632911392405063
