id	chr	start	end	tag	tag%
chr1:109483813-109483813	chr1	109483813	109483813	1	0.173913043478261
chr6:351324-351324	chr6	351324	351324	1	0.173913043478261
chr1:125183138-125183138	chr1	125183138	125183138	1	0.173913043478261
chr2:183387502-183387502	chr2	183387502	183387502	1	0.173913043478261
chr9:41363776-41363776	chr9	41363776	41363776	1	0.173913043478261
chr2:203870483-203870483	chr2	203870483	203870483	1	0.173913043478261
chr11:6713135-6713135	chr11	6713135	6713135	1	0.173913043478261
chr17:20241227-20241227	chr17	20241227	20241227	1	0.173913043478261
chr3:128481869-128481869	chr3	128481869	128481869	1	0.173913043478261
chr1:204482126-204482126	chr1	204482126	204482126	1	0.173913043478261
chr2:112770629-112770672	chr2	112770629	112770672	534	92.8695652173913
chr7:127789059-127789059	chr7	127789059	127789059	1	0.173913043478261
chr14:103510041-103510041	chr14	103510041	103510041	1	0.173913043478261
chr11:9151758-9151758	chr11	9151758	9151758	1	0.173913043478261
chr16:46817926-46817926	chr16	46817926	46817926	1	0.173913043478261
chr14:102908457-102908457	chr14	102908457	102908457	1	0.173913043478261
chr3:168193757-168193757	chr3	168193757	168193757	1	0.173913043478261
chr4:132575084-132575084	chr4	132575084	132575084	1	0.173913043478261
chr8:90119837-90119838	chr8	90119837	90119838	2	0.347826086956522
chr3:66542530-66542530	chr3	66542530	66542530	1	0.173913043478261
chr18:67157977-67157977	chr18	67157977	67157977	1	0.173913043478261
chr2:32916512-32916512	chr2	32916512	32916512	1	0.173913043478261
chr9:66274942-66274942	chr9	66274942	66274942	1	0.173913043478261
chr20:45191614-45191614	chr20	45191614	45191614	1	0.173913043478261
chr12:50052136-50052136	chr12	50052136	50052136	1	0.173913043478261
chr17:14414229-14414229	chr17	14414229	14414229	1	0.173913043478261
chr1:223757517-223757517	chr1	223757517	223757517	1	0.173913043478261
chr10:98705782-98705782	chr10	98705782	98705782	1	0.173913043478261
chr11:65662409-65662409	chr11	65662409	65662409	1	0.173913043478261
chr5:168806431-168806431	chr5	168806431	168806431	1	0.173913043478261
chr4:67768348-67768348	chr4	67768348	67768348	1	0.173913043478261
chr1:146321413-146321413	chr1	146321413	146321413	1	0.173913043478261
chr12:49051785-49051785	chr12	49051785	49051785	1	0.173913043478261
chr9:10932321-10932321	chr9	10932321	10932321	1	0.173913043478261
chr17:40558910-40558910	chr17	40558910	40558910	1	0.173913043478261
chr4:132922241-132922241	chr4	132922241	132922241	1	0.173913043478261
chr22:38358330-38358330	chr22	38358330	38358330	1	0.173913043478261
chr2:196213739-196213739	chr2	196213739	196213739	1	0.173913043478261
chr7:84359851-84359851	chr7	84359851	84359851	1	0.173913043478261
chr2:87254186-87254186	chr2	87254186	87254186	1	0.173913043478261
chr14:24597218-24597218	chr14	24597218	24597218	1	0.173913043478261
