id	chr	start	end	tag	tag%
chr19:27472588-27472617	chr19	27472588	27472617	2	1.47058823529412
chr20:3593587-3593587	chr20	3593587	3593587	4	2.94117647058824
chr12:96189819-96189819	chr12	96189819	96189819	2	1.47058823529412
chr5:70026218-70026284	chr5	70026218	70026284	21	15.4411764705882
chr21:6656396-6656396	chr21	6656396	6656396	3	2.20588235294118
chr22:23696982-23696982	chr22	23696982	23696982	3	2.20588235294118
chr18:1390806-1390864	chr18	1390806	1390864	2	1.47058823529412
chr12:56691409-56691409	chr12	56691409	56691409	3	2.20588235294118
chr3:158261175-158261175	chr3	158261175	158261175	2	1.47058823529412
chr17:37224983-37224983	chr17	37224983	37224983	2	1.47058823529412
chr3:44260000-44260000	chr3	44260000	44260000	2	1.47058823529412
chr8:117889756-117889756	chr8	117889756	117889756	2	1.47058823529412
chr15:48815662-48815662	chr15	48815662	48815662	2	1.47058823529412
chrX:69370742-69370742	chrX	69370742	69370742	2	1.47058823529412
chr12:16509279-16509279	chr12	16509279	16509279	2	1.47058823529412
chrY:11332150-11332150	chrY	11332150	11332150	3	2.20588235294118
chr18:64476792-64476792	chr18	64476792	64476792	2	1.47058823529412
chr11:79436850-79436888	chr11	79436850	79436888	3	2.20588235294118
chr17:73600312-73600312	chr17	73600312	73600312	2	1.47058823529412
chr13:29429239-29429239	chr13	29429239	29429239	2	1.47058823529412
chr14:98639568-98639575	chr14	98639568	98639575	2	1.47058823529412
chr5:70901636-70901641	chr5	70901636	70901641	12	8.82352941176471
chr9:94198062-94198062	chr9	94198062	94198062	2	1.47058823529412
chr22:32982513-32982513	chr22	32982513	32982513	2	1.47058823529412
chr6:8302609-8302609	chr6	8302609	8302609	2	1.47058823529412
chr11:57428999-57429040	chr11	57428999	57429040	4	2.94117647058824
chr2:32916334-32916586	chr2	32916334	32916586	10	7.35294117647059
chr7:71090428-71090463	chr7	71090428	71090463	4	2.94117647058824
chr20:2867048-2867048	chr20	2867048	2867048	2	1.47058823529412
chr1:207090454-207090454	chr1	207090454	207090454	2	1.47058823529412
chr20:26941911-26941911	chr20	26941911	26941911	2	1.47058823529412
chr7:73253215-73253234	chr7	73253215	73253234	2	1.47058823529412
chr21:6332729-6332729	chr21	6332729	6332729	3	2.20588235294118
chr8:46317919-46317919	chr8	46317919	46317919	2	1.47058823529412
chr6:154754444-154754444	chr6	154754444	154754444	2	1.47058823529412
chr1:17734406-17734406	chr1	17734406	17734406	2	1.47058823529412
chr9:76170794-76170794	chr9	76170794	76170794	3	2.20588235294118
chr10:52248769-52248769	chr10	52248769	52248769	3	2.20588235294118
chr1:219784220-219784220	chr1	219784220	219784220	2	1.47058823529412
chr10:33155443-33155443	chr10	33155443	33155443	2	1.47058823529412
chr11:66070315-66070315	chr11	66070315	66070315	3	2.20588235294118
chr7:91084684-91084684	chr7	91084684	91084684	2	1.47058823529412
