id	chr	start	end	tag	tag%
chr4:40462284-40462284	chr4	40462284	40462284	1	0.75187969924812
chr15:57830980-57830980	chr15	57830980	57830980	1	0.75187969924812
chr6:95726079-95726079	chr6	95726079	95726079	1	0.75187969924812
chr7:31983493-31983493	chr7	31983493	31983493	1	0.75187969924812
chr13:101970115-101970115	chr13	101970115	101970115	1	0.75187969924812
chr18:57838956-57838956	chr18	57838956	57838956	1	0.75187969924812
chr2:33514291-33514324	chr2	33514291	33514324	4	3.00751879699248
chr7:4630939-4630939	chr7	4630939	4630939	1	0.75187969924812
chr10:59652977-59652977	chr10	59652977	59652977	1	0.75187969924812
chr2:129395470-129395470	chr2	129395470	129395470	1	0.75187969924812
chr3:175738124-175738124	chr3	175738124	175738124	1	0.75187969924812
chr19:17829810-17829810	chr19	17829810	17829810	1	0.75187969924812
chrY:21629-21629	chrY	21629	21629	1	0.75187969924812
chr2:16870304-16870304	chr2	16870304	16870304	1	0.75187969924812
chrX:133127549-133127549	chrX	133127549	133127549	1	0.75187969924812
chr14:17837737-17837737	chr14	17837737	17837737	1	0.75187969924812
chr5:50026312-50026312	chr5	50026312	50026312	1	0.75187969924812
chr8:38403007-38403007	chr8	38403007	38403007	1	0.75187969924812
chr19:17245850-17245850	chr19	17245850	17245850	1	0.75187969924812
chr2:90393993-90393993	chr2	90393993	90393993	1	0.75187969924812
chr5:50128885-50128885	chr5	50128885	50128885	1	0.75187969924812
chr11:36558788-36558788	chr11	36558788	36558788	1	0.75187969924812
chr3:93470675-93470675	chr3	93470675	93470675	1	0.75187969924812
chr3:72642627-72642659	chr3	72642627	72642659	2	1.50375939849624
chr17:52245854-52245854	chr17	52245854	52245854	1	0.75187969924812
chr10:95161515-95161515	chr10	95161515	95161515	1	0.75187969924812
chr6:82949381-82949381	chr6	82949381	82949381	1	0.75187969924812
chr4:165204952-165204952	chr4	165204952	165204952	2	1.50375939849624
chr1:53764551-53764551	chr1	53764551	53764551	1	0.75187969924812
chr4:68636280-68636280	chr4	68636280	68636280	1	0.75187969924812
chr8:73748886-73748886	chr8	73748886	73748886	1	0.75187969924812
chr5:96632253-96632253	chr5	96632253	96632253	1	0.75187969924812
chr4:20159857-20159857	chr4	20159857	20159857	1	0.75187969924812
chr21:12884598-12884598	chr21	12884598	12884598	1	0.75187969924812
chr1:213878636-213878636	chr1	213878636	213878636	1	0.75187969924812
chr8:73755358-73755358	chr8	73755358	73755358	1	0.75187969924812
chrY:2174615-2174615	chrY	2174615	2174615	2	1.50375939849624
chr2:78869907-78869907	chr2	78869907	78869907	1	0.75187969924812
chr16:46386976-46386976	chr16	46386976	46386976	1	0.75187969924812
chr16:7788458-7788458	chr16	7788458	7788458	1	0.75187969924812
chr6:79409908-79409908	chr6	79409908	79409908	1	0.75187969924812
chr7:91314537-91314537	chr7	91314537	91314537	1	0.75187969924812
chr6:122416623-122416623	chr6	122416623	122416623	1	0.75187969924812
chr6:17990007-17990007	chr6	17990007	17990007	1	0.75187969924812
chrY:4355540-4355540	chrY	4355540	4355540	1	0.75187969924812
chr19:45770158-45770158	chr19	45770158	45770158	1	0.75187969924812
chr4:144868562-144868562	chr4	144868562	144868562	1	0.75187969924812
chr21:8229641-8229641	chr21	8229641	8229641	1	0.75187969924812
chr8:84580264-84580264	chr8	84580264	84580264	1	0.75187969924812
chr6:55989795-55989795	chr6	55989795	55989795	1	0.75187969924812
chr22:14995894-14995894	chr22	14995894	14995894	1	0.75187969924812
