id	chr	start	end	tag	tag%
chr5:170309024-170309024	chr5	170309024	170309024	1	0.403225806451613
chr5:77958704-77958704	chr5	77958704	77958704	1	0.403225806451613
chr3:93470491-93470491	chr3	93470491	93470491	1	0.403225806451613
chr11:2173791-2173791	chr11	2173791	2173791	1	0.403225806451613
chr12:30528620-30528620	chr12	30528620	30528620	1	0.403225806451613
chr14:100375163-100375163	chr14	100375163	100375163	1	0.403225806451613
chr9:35015697-35015734	chr9	35015697	35015734	3	1.20967741935484
chr1:161458160-161458160	chr1	161458160	161458160	1	0.403225806451613
chr22:48800698-48800698	chr22	48800698	48800698	1	0.403225806451613
chr2:148710985-148710985	chr2	148710985	148710985	1	0.403225806451613
chr20:14482237-14482237	chr20	14482237	14482237	1	0.403225806451613
chr3:115463810-115463810	chr3	115463810	115463810	1	0.403225806451613
chr13:54701245-54701245	chr13	54701245	54701245	1	0.403225806451613
chr2:142217236-142217236	chr2	142217236	142217236	1	0.403225806451613
chr4:91436796-91436796	chr4	91436796	91436796	1	0.403225806451613
chr6:76257791-76257791	chr6	76257791	76257791	1	0.403225806451613
chr5:141545805-141545805	chr5	141545805	141545805	1	0.403225806451613
chr2:241404887-241404887	chr2	241404887	241404887	2	0.806451612903226
chr2:154785834-154785834	chr2	154785834	154785834	1	0.403225806451613
chr12:86064808-86064808	chr12	86064808	86064808	1	0.403225806451613
chr17:21418679-21418679	chr17	21418679	21418679	1	0.403225806451613
chr14:16373778-16373778	chr14	16373778	16373778	1	0.403225806451613
chr5:30794359-30794359	chr5	30794359	30794359	1	0.403225806451613
chrX:93900827-93900827	chrX	93900827	93900827	1	0.403225806451613
chr19:46332687-46332687	chr19	46332687	46332687	1	0.403225806451613
chr7:116703156-116703156	chr7	116703156	116703156	1	0.403225806451613
chr22:13254573-13254573	chr22	13254573	13254573	1	0.403225806451613
chr12:67433349-67433349	chr12	67433349	67433349	1	0.403225806451613
chr2:237598149-237598149	chr2	237598149	237598149	1	0.403225806451613
chr15:22156659-22156659	chr15	22156659	22156659	1	0.403225806451613
chr17:15435175-15435175	chr17	15435175	15435175	1	0.403225806451613
chr5:147448092-147448092	chr5	147448092	147448092	1	0.403225806451613
chr15:18396316-18396316	chr15	18396316	18396316	1	0.403225806451613
chr18:23073416-23073416	chr18	23073416	23073416	1	0.403225806451613
chr21:42806518-42806518	chr21	42806518	42806518	1	0.403225806451613
chr11:42891148-42891148	chr11	42891148	42891148	1	0.403225806451613
chr5:48325162-48325162	chr5	48325162	48325162	1	0.403225806451613
