id	chr	start	end	tag	tag%
chr6:135333753-135333753	chr6	135333753	135333753	1	0.313479623824451
chr1:35143964-35143964	chr1	35143964	35143964	1	0.313479623824451
chr15:77400710-77400710	chr15	77400710	77400710	1	0.313479623824451
chr9:86952040-86952040	chr9	86952040	86952040	1	0.313479623824451
chr1:97046157-97046194	chr1	97046157	97046194	2	0.626959247648903
chr12:103768615-103768615	chr12	103768615	103768615	1	0.313479623824451
chr1:74512833-74512833	chr1	74512833	74512833	1	0.313479623824451
chr12:57806559-57806559	chr12	57806559	57806559	1	0.313479623824451
chr5:9288067-9288067	chr5	9288067	9288067	1	0.313479623824451
chr15:94000684-94000684	chr15	94000684	94000684	1	0.313479623824451
chr8:45122030-45122030	chr8	45122030	45122030	1	0.313479623824451
chr19:13320849-13320850	chr19	13320849	13320850	2	0.626959247648903
chr19:49740577-49740591	chr19	49740577	49740591	2	0.626959247648903
chr13:24197525-24197530	chr13	24197525	24197530	3	0.940438871473354
chrX:130876621-130876621	chrX	130876621	130876621	1	0.313479623824451
chr15:34930188-34930188	chr15	34930188	34930188	1	0.313479623824451
chr10:37977219-37977220	chr10	37977219	37977220	2	0.626959247648903
chr2:150231030-150231049	chr2	150231030	150231049	2	0.626959247648903
chr4:66616435-66616435	chr4	66616435	66616435	1	0.313479623824451
chr1:125184517-125184517	chr1	125184517	125184517	1	0.313479623824451
chr6:117554434-117554434	chr6	117554434	117554434	1	0.313479623824451
chr21:7843203-7843203	chr21	7843203	7843203	2	0.626959247648903
chrX:59891867-59891867	chrX	59891867	59891867	3	0.940438871473354
chr10:39966301-39966301	chr10	39966301	39966301	1	0.313479623824451
chr1:21657512-21657515	chr1	21657512	21657515	2	0.626959247648903
chr21:34473215-34473215	chr21	34473215	34473215	1	0.313479623824451
chr13:29440544-29440544	chr13	29440544	29440544	1	0.313479623824451
chr14:58246926-58246926	chr14	58246926	58246926	1	0.313479623824451
chr12:20888383-20888388	chr12	20888383	20888388	2	0.626959247648903
chr2:87053053-87053074	chr2	87053053	87053074	2	0.626959247648903
chr9:24188659-24188659	chr9	24188659	24188659	1	0.313479623824451
chr4:102052085-102052085	chr4	102052085	102052085	1	0.313479623824451
chr7:62411197-62411197	chr7	62411197	62411197	1	0.313479623824451
chr8:24459157-24459157	chr8	24459157	24459157	2	0.626959247648903
chr10:11171776-11171776	chr10	11171776	11171776	1	0.313479623824451
chr10:18804451-18804451	chr10	18804451	18804451	1	0.313479623824451
chr15:82955134-82955134	chr15	82955134	82955134	1	0.313479623824451
chr7:101100138-101100138	chr7	101100138	101100138	1	0.313479623824451
