id	chr	start	end	tag	tag%
chr9:94731685-94731726	chr9	94731685	94731726	6	5.76923076923077
chrX:116069638-116069638	chrX	116069638	116069638	3	2.88461538461538
chr11:81358133-81358133	chr11	81358133	81358133	2	1.92307692307692
chr1:111605287-111605288	chr1	111605287	111605288	3	2.88461538461538
chr21:7803871-7803894	chr21	7803871	7803894	5	4.80769230769231
chr7:85527128-85527128	chr7	85527128	85527128	2	1.92307692307692
chr1:78001338-78001338	chr1	78001338	78001338	2	1.92307692307692
chrX:31588311-31588311	chrX	31588311	31588311	2	1.92307692307692
chr17:42615318-42615318	chr17	42615318	42615318	2	1.92307692307692
chr11:24356444-24356444	chr11	24356444	24356444	3	2.88461538461538
chr9:82844631-82844631	chr9	82844631	82844631	2	1.92307692307692
chr13:59084373-59084405	chr13	59084373	59084405	2	1.92307692307692
chr17:7330662-7330662	chr17	7330662	7330662	3	2.88461538461538
chr8:5339292-5339292	chr8	5339292	5339292	2	1.92307692307692
chr18:51359598-51359604	chr18	51359598	51359604	3	2.88461538461538
chr10:1563527-1563533	chr10	1563527	1563533	2	1.92307692307692
chr13:35542710-35542734	chr13	35542710	35542734	5	4.80769230769231
chr1:214457186-214457186	chr1	214457186	214457186	2	1.92307692307692
chr21:8219653-8219653	chr21	8219653	8219653	3	2.88461538461538
chr4:34808108-34808108	chr4	34808108	34808108	2	1.92307692307692
chr10:3711904-3711904	chr10	3711904	3711904	2	1.92307692307692
chr15:65353169-65353179	chr15	65353169	65353179	2	1.92307692307692
chr10:21976654-21976672	chr10	21976654	21976672	9	8.65384615384615
chr2:59871767-59871767	chr2	59871767	59871767	2	1.92307692307692
chrX:16875577-16875620	chrX	16875577	16875620	4	3.84615384615385
chr8:961704-961704	chr8	961704	961704	3	2.88461538461538
chr8:131459439-131459443	chr8	131459439	131459443	3	2.88461538461538
chr3:196884063-196884097	chr3	196884063	196884097	2	1.92307692307692
chr7:91520949-91520953	chr7	91520949	91520953	3	2.88461538461538
chr4:49714279-49714279	chr4	49714279	49714279	2	1.92307692307692
chr2:32916436-32916493	chr2	32916436	32916493	2	1.92307692307692
chr5:2521241-2521241	chr5	2521241	2521241	2	1.92307692307692
chr3:19165192-19165192	chr3	19165192	19165192	2	1.92307692307692
chr4:72764327-72764327	chr4	72764327	72764327	2	1.92307692307692
chr4:49716830-49716830	chr4	49716830	49716830	2	1.92307692307692
chr7:78843848-78843877	chr7	78843848	78843877	3	2.88461538461538
chrY:1847762-1847762	chrY	1847762	1847762	3	2.88461538461538
