id	chr	start	end	tag	tag%
chr21:38357678-38357708	chr21	38357678	38357708	2	2.27272727272727
chr18:56862877-56862877	chr18	56862877	56862877	2	2.27272727272727
chr3:161271975-161271975	chr3	161271975	161271975	2	2.27272727272727
chr14:30615677-30615677	chr14	30615677	30615677	2	2.27272727272727
chr2:74522789-74522791	chr2	74522789	74522791	2	2.27272727272727
chr7:96327746-96327746	chr7	96327746	96327746	2	2.27272727272727
chr18:15288861-15288861	chr18	15288861	15288861	3	3.40909090909091
chr11:92828653-92828653	chr11	92828653	92828653	2	2.27272727272727
chr20:44812804-44812809	chr20	44812804	44812809	2	2.27272727272727
chr14:48353486-48353486	chr14	48353486	48353486	2	2.27272727272727
chr5:19067160-19067160	chr5	19067160	19067160	2	2.27272727272727
chr2:32916262-32916454	chr2	32916262	32916454	3	3.40909090909091
chr8:24679821-24679821	chr8	24679821	24679821	5	5.68181818181818
chr2:87539166-87539166	chr2	87539166	87539166	2	2.27272727272727
chr1:119724173-119724173	chr1	119724173	119724173	2	2.27272727272727
chr8:124536436-124536436	chr8	124536436	124536436	2	2.27272727272727
chr21:13079648-13079648	chr21	13079648	13079648	3	3.40909090909091
chr15:72891440-72891461	chr15	72891440	72891461	3	3.40909090909091
chr16:89770156-89770156	chr16	89770156	89770156	4	4.54545454545455
chr9:98089568-98089570	chr9	98089568	98089570	2	2.27272727272727
chr8:35840750-35840754	chr8	35840750	35840754	3	3.40909090909091
chr10:57117525-57117586	chr10	57117525	57117586	23	26.1363636363636
chr2:84457816-84457839	chr2	84457816	84457839	3	3.40909090909091
chr13:74828015-74828015	chr13	74828015	74828015	2	2.27272727272727
chr19:12935223-12935223	chr19	12935223	12935223	2	2.27272727272727
chr14:52154960-52154960	chr14	52154960	52154960	2	2.27272727272727
chr11:104854004-104854004	chr11	104854004	104854004	2	2.27272727272727
chr22:13312183-13312183	chr22	13312183	13312183	2	2.27272727272727
