id	chr	start	end	tag	tag%
chrY:12452923-12452923	chrY	12452923	12452923	2	2.46913580246914
chr5:22184570-22184571	chr5	22184570	22184571	4	4.93827160493827
chr5:98401779-98401779	chr5	98401779	98401779	2	2.46913580246914
chr11:90983914-90983957	chr11	90983914	90983957	2	2.46913580246914
chr22:35620228-35620228	chr22	35620228	35620228	2	2.46913580246914
chr6:28137828-28137828	chr6	28137828	28137828	3	3.7037037037037
chr10:10246666-10246691	chr10	10246666	10246691	9	11.1111111111111
chr16:3245192-3245192	chr16	3245192	3245192	2	2.46913580246914
chr19:44488835-44488835	chr19	44488835	44488835	2	2.46913580246914
chr9:133019459-133019462	chr9	133019459	133019462	2	2.46913580246914
chr20:57684250-57684250	chr20	57684250	57684250	2	2.46913580246914
chr5:132958642-132958670	chr5	132958642	132958670	7	8.64197530864197
chr5:22759832-22759832	chr5	22759832	22759832	2	2.46913580246914
chr20:47779228-47779228	chr20	47779228	47779228	2	2.46913580246914
chr13:36867844-36867868	chr13	36867844	36867868	2	2.46913580246914
chr4:155770679-155770679	chr4	155770679	155770679	2	2.46913580246914
chr17:58222025-58222026	chr17	58222025	58222026	2	2.46913580246914
chr16:87359875-87359875	chr16	87359875	87359875	2	2.46913580246914
chrX:3805366-3805366	chrX	3805366	3805366	2	2.46913580246914
chr13:32847533-32847533	chr13	32847533	32847533	2	2.46913580246914
chr9:39268368-39268368	chr9	39268368	39268368	2	2.46913580246914
chr6:163320892-163320903	chr6	163320892	163320903	2	2.46913580246914
chr7:92078568-92078568	chr7	92078568	92078568	2	2.46913580246914
chr4:77165647-77165652	chr4	77165647	77165652	2	2.46913580246914
chr18:7433493-7433501	chr18	7433493	7433501	2	2.46913580246914
chr9:81904787-81904787	chr9	81904787	81904787	2	2.46913580246914
chr5:73900191-73900191	chr5	73900191	73900191	2	2.46913580246914
chr4:4246233-4246233	chr4	4246233	4246233	2	2.46913580246914
chr21:5623118-5623120	chr21	5623118	5623120	2	2.46913580246914
chrY:6771513-6771514	chrY	6771513	6771514	2	2.46913580246914
chr1:123024231-123024231	chr1	123024231	123024231	2	2.46913580246914
chr14:106373245-106373248	chr14	106373245	106373248	2	2.46913580246914
chr6:26205231-26205231	chr6	26205231	26205231	2	2.46913580246914
