id	chr	start	end	tag	tag%
chr2:24189286-24189286	chr2	24189286	24189286	2	0.72463768115942
chr2:23463528-23463528	chr2	23463528	23463528	2	0.72463768115942
chr12:68121320-68121320	chr12	68121320	68121320	2	0.72463768115942
chr14:20685717-20685717	chr14	20685717	20685717	19	6.88405797101449
chr13:40881353-40881353	chr13	40881353	40881353	2	0.72463768115942
chr14:50735564-50735564	chr14	50735564	50735564	2	0.72463768115942
chr2:225471032-225471032	chr2	225471032	225471032	2	0.72463768115942
chr6:58447842-58447842	chr6	58447842	58447842	2	0.72463768115942
chr11:478207-478207	chr11	478207	478207	2	0.72463768115942
chr19:40402959-40403002	chr19	40402959	40403002	3	1.08695652173913
chr4:49709411-49709411	chr4	49709411	49709411	2	0.72463768115942
chrX:72243852-72243893	chrX	72243852	72243893	4	1.44927536231884
chr3:42728036-42728069	chr3	42728036	42728069	2	0.72463768115942
chr2:147944421-147944421	chr2	147944421	147944421	2	0.72463768115942
chr8:24710396-24710396	chr8	24710396	24710396	2	0.72463768115942
chr4:99506898-99506898	chr4	99506898	99506898	2	0.72463768115942
chr12:8264323-8264323	chr12	8264323	8264323	2	0.72463768115942
chr14:51061657-51061657	chr14	51061657	51061657	2	0.72463768115942
chr4:120736175-120736175	chr4	120736175	120736175	4	1.44927536231884
chr22:13579769-13579782	chr22	13579769	13579782	4	1.44927536231884
chr4:7492191-7492191	chr4	7492191	7492191	2	0.72463768115942
chr5:49657747-49658503	chr5	49657747	49658503	2	0.72463768115942
chr12:34816877-34816877	chr12	34816877	34816877	2	0.72463768115942
chr1:143525099-143525099	chr1	143525099	143525099	2	0.72463768115942
chr6:84054004-84054040	chr6	84054004	84054040	8	2.89855072463768
chr11:36348420-36348464	chr11	36348420	36348464	6	2.17391304347826
chr2:9711443-9711445	chr2	9711443	9711445	4	1.44927536231884
chr6:38450932-38450932	chr6	38450932	38450932	2	0.72463768115942
chr4:181247932-181247932	chr4	181247932	181247932	6	2.17391304347826
chr6:170399457-170399535	chr6	170399457	170399535	2	0.72463768115942
chr2:94087095-94087095	chr2	94087095	94087095	3	1.08695652173913
chr9:35193639-35193639	chr9	35193639	35193639	2	0.72463768115942
chr3:189054566-189054598	chr3	189054566	189054598	15	5.43478260869565
chr1:239820455-239820455	chr1	239820455	239820455	2	0.72463768115942
chrY:2323926-2323926	chrY	2323926	2323926	2	0.72463768115942
chr4:40576070-40576104	chr4	40576070	40576104	2	0.72463768115942
chr7:92369112-92369124	chr7	92369112	92369124	2	0.72463768115942
chr18:68287478-68287478	chr18	68287478	68287478	2	0.72463768115942
chr5:41505671-41505671	chr5	41505671	41505671	4	1.44927536231884
chr13:107458484-107458484	chr13	107458484	107458484	2	0.72463768115942
chr12:51217813-51217813	chr12	51217813	51217813	3	1.08695652173913
chr22:32335572-32335607	chr22	32335572	32335607	2	0.72463768115942
chr12:24290136-24290136	chr12	24290136	24290136	2	0.72463768115942
chr1:144655382-144655382	chr1	144655382	144655382	2	0.72463768115942
chr6:86377123-86377123	chr6	86377123	86377123	2	0.72463768115942
chr12:19396650-19396650	chr12	19396650	19396650	2	0.72463768115942
chr4:69164083-69164083	chr4	69164083	69164083	2	0.72463768115942
chr2:171875182-171875182	chr2	171875182	171875182	2	0.72463768115942
chr13:87166041-87166041	chr13	87166041	87166041	2	0.72463768115942
chr21:8245589-8245589	chr21	8245589	8245589	2	0.72463768115942
chr2:32916287-32916606	chr2	32916287	32916606	9	3.26086956521739
chr15:18359010-18359010	chr15	18359010	18359010	2	0.72463768115942
chr4:29363748-29363748	chr4	29363748	29363748	4	1.44927536231884
chr14:20687410-20687458	chr14	20687410	20687458	21	7.60869565217391
chr6:81008119-81008177	chr6	81008119	81008177	10	3.6231884057971
chr6:93896973-93897016	chr6	93896973	93897016	32	11.5942028985507
chr2:118127237-118127237	chr2	118127237	118127237	2	0.72463768115942
chrX:49858779-49858781	chrX	49858779	49858781	2	0.72463768115942
chr9:19516535-19516540	chr9	19516535	19516540	2	0.72463768115942
chr1:144311000-144311000	chr1	144311000	144311000	2	0.72463768115942
chr10:21976654-21976672	chr10	21976654	21976672	4	1.44927536231884
chr1:54208731-54208731	chr1	54208731	54208731	2	0.72463768115942
chr5:26380778-26380778	chr5	26380778	26380778	2	0.72463768115942
chr10:55446315-55446316	chr10	55446315	55446316	3	1.08695652173913
chr16:68940630-68940666	chr16	68940630	68940666	3	1.08695652173913
chr1:125180158-125180158	chr1	125180158	125180158	2	0.72463768115942
chr17:6993803-6993807	chr17	6993803	6993807	2	0.72463768115942
chrY:3446221-3446221	chrY	3446221	3446221	2	0.72463768115942
chr19:3047385-3047406	chr19	3047385	3047406	3	1.08695652173913
chr15:88391971-88392005	chr15	88391971	88392005	2	0.72463768115942
chr5:41910457-41910457	chr5	41910457	41910457	2	0.72463768115942
chr1:143212254-143212254	chr1	143212254	143212254	2	0.72463768115942
chr1:143246928-143246928	chr1	143246928	143246928	2	0.72463768115942
chr5:111237437-111237439	chr5	111237437	111237439	2	0.72463768115942
