id	chr	start	end	tag	tag%
chr5:49666258-49666258	chr5	49666258	49666258	1	0.22883295194508
chr4:54218474-54218474	chr4	54218474	54218474	2	0.45766590389016
chr20:28889640-28889640	chr20	28889640	28889640	1	0.22883295194508
chrY:10827648-10827648	chrY	10827648	10827648	1	0.22883295194508
chr15:87481245-87481245	chr15	87481245	87481245	1	0.22883295194508
chr18:48790183-48790183	chr18	48790183	48790183	1	0.22883295194508
chr21:10737584-10737584	chr21	10737584	10737584	1	0.22883295194508
chr6:130609376-130609376	chr6	130609376	130609376	1	0.22883295194508
chr4:91428693-91428693	chr4	91428693	91428693	1	0.22883295194508
chr8:11455855-11455855	chr8	11455855	11455855	1	0.22883295194508
chr15:18220006-18220006	chr15	18220006	18220006	1	0.22883295194508
chr2:104746033-104746033	chr2	104746033	104746033	1	0.22883295194508
chr19:58572369-58572369	chr19	58572369	58572369	1	0.22883295194508
chrY:10627485-10627485	chrY	10627485	10627485	1	0.22883295194508
chrY:11033869-11033869	chrY	11033869	11033869	8	1.83066361556064
chr12:92707203-92707203	chr12	92707203	92707203	1	0.22883295194508
chr3:30128945-30128945	chr3	30128945	30128945	1	0.22883295194508
chr11:75315878-75315878	chr11	75315878	75315878	1	0.22883295194508
chr4:31713508-31713508	chr4	31713508	31713508	1	0.22883295194508
chr15:20608444-20608444	chr15	20608444	20608444	1	0.22883295194508
chr1:32275892-32275927	chr1	32275892	32275927	2	0.45766590389016
chr12:10378150-10378150	chr12	10378150	10378150	1	0.22883295194508
chr20:28633498-28633498	chr20	28633498	28633498	1	0.22883295194508
chr22:47088589-47088589	chr22	47088589	47088589	1	0.22883295194508
chr3:50079906-50079906	chr3	50079906	50079906	1	0.22883295194508
chr13:45866875-45866875	chr13	45866875	45866875	1	0.22883295194508
chr3:93470704-93470704	chr3	93470704	93470704	1	0.22883295194508
chrY:11325788-11325840	chrY	11325788	11325840	16	3.66132723112128
chr11:115291866-115291867	chr11	115291866	115291867	2	0.45766590389016
chr7:12852309-12852309	chr7	12852309	12852309	1	0.22883295194508
chrY:26663980-26663980	chrY	26663980	26663980	1	0.22883295194508
