id	chr	start	end	tag	tag%
chrY:56673660-56673660	chrY	56673660	56673660	5	5.55555555555556
chr11:121629586-121629586	chr11	121629586	121629586	3	3.33333333333333
chr7:44828900-44828900	chr7	44828900	44828900	4	4.44444444444444
chr6:55285217-55285217	chr6	55285217	55285217	2	2.22222222222222
chr6:5651196-5651196	chr6	5651196	5651196	2	2.22222222222222
chr1:11630661-11630661	chr1	11630661	11630661	2	2.22222222222222
chr10:41846320-41846320	chr10	41846320	41846320	2	2.22222222222222
chr1:120106207-120106207	chr1	120106207	120106207	2	2.22222222222222
chr1:2929029-2929035	chr1	2929029	2929035	2	2.22222222222222
chr6:119460860-119460860	chr6	119460860	119460860	2	2.22222222222222
chr8:125400629-125400629	chr8	125400629	125400629	2	2.22222222222222
chr2:32916376-32916560	chr2	32916376	32916560	10	11.1111111111111
chr17:39770976-39771023	chr17	39770976	39771023	4	4.44444444444444
chr9:70239486-70239486	chr9	70239486	70239486	2	2.22222222222222
chr2:127408655-127408655	chr2	127408655	127408655	2	2.22222222222222
chr6:87724152-87724152	chr6	87724152	87724152	2	2.22222222222222
chr10:21550421-21550466	chr10	21550421	21550466	2	2.22222222222222
chr2:69597390-69597427	chr2	69597390	69597427	2	2.22222222222222
chr18:2896842-2896842	chr18	2896842	2896842	2	2.22222222222222
chr21:19439549-19439549	chr21	19439549	19439549	5	5.55555555555556
chr16:46395066-46395066	chr16	46395066	46395066	2	2.22222222222222
chr22:16957399-16957444	chr22	16957399	16957444	2	2.22222222222222
chr6:75583982-75583982	chr6	75583982	75583982	2	2.22222222222222
chr3:120759914-120759914	chr3	120759914	120759914	2	2.22222222222222
chr11:99048172-99048172	chr11	99048172	99048172	2	2.22222222222222
chr2:94712351-94712351	chr2	94712351	94712351	2	2.22222222222222
chr11:114872585-114872620	chr11	114872585	114872620	2	2.22222222222222
chrY:784561-784561	chrY	784561	784561	2	2.22222222222222
chr3:88972071-88972071	chr3	88972071	88972071	4	4.44444444444444
chr4:29941320-29941320	chr4	29941320	29941320	2	2.22222222222222
chr16:47016131-47016131	chr16	47016131	47016131	2	2.22222222222222
chr4:58485741-58485742	chr4	58485741	58485742	2	2.22222222222222
chr20:22732564-22732564	chr20	22732564	22732564	3	3.33333333333333
chrX:6555924-6555924	chrX	6555924	6555924	2	2.22222222222222
