id	chr	start	end	tag	tag%
chr5:119768297-119768297	chr5	119768297	119768297	2	2.27272727272727
chr4:6589388-6589388	chr4	6589388	6589388	2	2.27272727272727
chr2:36929293-36929293	chr2	36929293	36929293	2	2.27272727272727
chr3:56062067-56062067	chr3	56062067	56062067	2	2.27272727272727
chrX:137290481-137290481	chrX	137290481	137290481	3	3.40909090909091
chr9:102715351-102715351	chr9	102715351	102715351	2	2.27272727272727
chr6:2168050-2168050	chr6	2168050	2168050	2	2.27272727272727
chr2:102145542-102145542	chr2	102145542	102145542	2	2.27272727272727
chr6:28225241-28225266	chr6	28225241	28225266	4	4.54545454545455
chr8:12577043-12577043	chr8	12577043	12577043	2	2.27272727272727
chr6:89354883-89354904	chr6	89354883	89354904	2	2.27272727272727
chr10:77660627-77660627	chr10	77660627	77660627	2	2.27272727272727
chr2:203398091-203398091	chr2	203398091	203398091	2	2.27272727272727
chr17:49965914-49965914	chr17	49965914	49965914	2	2.27272727272727
chr4:22959220-22959220	chr4	22959220	22959220	2	2.27272727272727
chr15:27479884-27479884	chr15	27479884	27479884	2	2.27272727272727
chr3:15135490-15135490	chr3	15135490	15135490	2	2.27272727272727
chr1:27326987-27326987	chr1	27326987	27326987	2	2.27272727272727
chr6:80381963-80381985	chr6	80381963	80381985	2	2.27272727272727
chr4:9024439-9024439	chr4	9024439	9024439	3	3.40909090909091
chr6:25993132-25993132	chr6	25993132	25993132	2	2.27272727272727
chr21:8436998-8436998	chr21	8436998	8436998	2	2.27272727272727
chr3:113950230-113950230	chr3	113950230	113950230	2	2.27272727272727
chr11:67932253-67932253	chr11	67932253	67932253	2	2.27272727272727
chr17:59183863-59183863	chr17	59183863	59183863	2	2.27272727272727
chr14:95540987-95540987	chr14	95540987	95540987	2	2.27272727272727
chr3:82292963-82292963	chr3	82292963	82292963	2	2.27272727272727
chr2:142428387-142428387	chr2	142428387	142428387	2	2.27272727272727
chr17:21970505-21970505	chr17	21970505	21970505	2	2.27272727272727
chr20:30593364-30593364	chr20	30593364	30593364	2	2.27272727272727
chr21:8210749-8210771	chr21	8210749	8210771	4	4.54545454545455
chr2:238332041-238332041	chr2	238332041	238332041	2	2.27272727272727
chr8:63832183-63832229	chr8	63832183	63832229	8	9.09090909090909
chr20:30635180-30635180	chr20	30635180	30635180	2	2.27272727272727
chr2:8326645-8326645	chr2	8326645	8326645	2	2.27272727272727
chr16:34583450-34583493	chr16	34583450	34583493	2	2.27272727272727
chr9:16163390-16163390	chr9	16163390	16163390	2	2.27272727272727
chr5:33457203-33457203	chr5	33457203	33457203	2	2.27272727272727
