id	chr	start	end	tag	tag%
chr5:39246753-39246753	chr5	39246753	39246753	3	2.63157894736842
chr18:46966745-46966745	chr18	46966745	46966745	2	1.75438596491228
chr7:135592610-135592610	chr7	135592610	135592610	2	1.75438596491228
chr4:47470432-47470432	chr4	47470432	47470432	4	3.50877192982456
chr19:2573347-2573347	chr19	2573347	2573347	3	2.63157894736842
chr7:108986728-108986728	chr7	108986728	108986728	3	2.63157894736842
chr3:84054574-84054582	chr3	84054574	84054582	4	3.50877192982456
chr4:25857978-25858023	chr4	25857978	25858023	2	1.75438596491228
chr16:35835772-35835798	chr16	35835772	35835798	2	1.75438596491228
chrY:11326811-11326821	chrY	11326811	11326821	3	2.63157894736842
chr19:7479010-7479010	chr19	7479010	7479010	2	1.75438596491228
chr12:16373726-16373728	chr12	16373726	16373728	2	1.75438596491228
chr6:62929593-62929598	chr6	62929593	62929598	2	1.75438596491228
chr9:118574560-118574560	chr9	118574560	118574560	2	1.75438596491228
chr22:11712768-11712768	chr22	11712768	11712768	2	1.75438596491228
chr5:165417921-165417921	chr5	165417921	165417921	2	1.75438596491228
chr6:26055640-26055662	chr6	26055640	26055662	2	1.75438596491228
chr9:6716590-6716590	chr9	6716590	6716590	4	3.50877192982456
chr2:32916284-32916336	chr2	32916284	32916336	2	1.75438596491228
chr1:153339231-153339231	chr1	153339231	153339231	2	1.75438596491228
chr1:228610271-228610381	chr1	228610271	228610381	2	1.75438596491228
chr3:90421980-90422003	chr3	90421980	90422003	2	1.75438596491228
chr1:234298698-234298698	chr1	234298698	234298698	2	1.75438596491228
chr1:6600292-6600292	chr1	6600292	6600292	3	2.63157894736842
chr19:12361470-12361517	chr19	12361470	12361517	2	1.75438596491228
chr12:124927345-124927377	chr12	124927345	124927377	2	1.75438596491228
chrY:719317-719337	chrY	719317	719337	2	1.75438596491228
chr13:31985939-31985939	chr13	31985939	31985939	2	1.75438596491228
chr12:113609391-113609435	chr12	113609391	113609435	2	1.75438596491228
chr8:42792162-42792162	chr8	42792162	42792162	2	1.75438596491228
chr9:96621854-96621854	chr9	96621854	96621854	2	1.75438596491228
chr1:161455624-161455656	chr1	161455624	161455656	2	1.75438596491228
chr15:29413436-29413436	chr15	29413436	29413436	2	1.75438596491228
chr11:49189807-49189834	chr11	49189807	49189834	2	1.75438596491228
chr22:11214426-11214426	chr22	11214426	11214426	2	1.75438596491228
chr3:115653897-115653941	chr3	115653897	115653941	3	2.63157894736842
chr12:7464734-7464734	chr12	7464734	7464734	2	1.75438596491228
chr18:3068453-3068453	chr18	3068453	3068453	2	1.75438596491228
chr22:21029488-21029488	chr22	21029488	21029488	2	1.75438596491228
chr10:115504504-115504505	chr10	115504504	115504505	2	1.75438596491228
chr21:32776553-32776580	chr21	32776553	32776580	4	3.50877192982456
chrX:148141938-148141938	chrX	148141938	148141938	2	1.75438596491228
chr3:119530634-119530680	chr3	119530634	119530680	6	5.26315789473684
chr8:143355877-143355882	chr8	143355877	143355882	4	3.50877192982456
chr17:8222266-8222270	chr17	8222266	8222270	4	3.50877192982456
chr7:71890086-71890086	chr7	71890086	71890086	2	1.75438596491228
